날짜,가격
2024-01-01,15581.75
2024-01-02,15581.75
2024-01-03,9242.833333333334
2024-01-04,9978.25
2024-01-05,11768.25
2024-01-06,8802.416666666666
2024-01-08,12028.6875
2024-01-09,11779.4375
2024-01-10,8190.083333333333
2024-01-11,8220.166666666666
2024-01-12,11886.125
2024-01-13,11763.875
2024-01-15,8464.5
2024-01-16,12665.9375
2024-01-17,12536.375
2024-01-18,13308.8125
2024-01-19,10174.333333333334
2024-01-20,10603.416666666666
2024-01-22,10963.0
2024-01-23,12631.333333333334
2024-01-24,13137.5
2024-01-25,14827.583333333334
2024-01-26,14379.75
2024-01-27,13972.25
2024-01-29,19655.0
2024-01-30,16845.0
2024-01-31,21819.6875
2024-02-01,22936.4375
2024-02-02,15647.083333333334
2024-02-03,10285.916666666666
2024-02-05,9723.833333333334
2024-02-06,18139.125
2024-02-07,20896.733333333334
2024-02-08,23957.266666666666
2024-02-09,12302.0
2024-02-10,19587.75
2024-02-12,19587.75
2024-02-13,13194.333333333334
2024-02-14,13946.333333333334
2024-02-15,12847.5
2024-02-16,11644.5
2024-02-17,11030.25
2024-02-19,16626.0625
2024-02-20,16669.3125
2024-02-21,8417.333333333334
2024-02-22,7625.833333333333
2024-02-23,7580.916666666667
2024-02-24,8460.5
2024-02-26,8862.833333333334
2024-02-27,10807.333333333334
2024-02-28,10224.5
2024-02-29,10204.083333333334
2024-03-01,11054.666666666666
2024-03-02,10870.916666666666
2024-03-04,10520.5
2024-03-05,10559.25
2024-03-06,10450.5
2024-03-07,10942.5
2024-03-08,11557.25
2024-03-09,10923.583333333334
2024-03-11,4877.608695652174
2024-03-12,6186.521739130435
2024-03-13,6303.173913043478
2024-03-14,6636.565217391304
2024-03-15,6476.782608695652
2024-03-16,6153.521739130435
2024-03-17,0.0
2024-03-18,5928.565217391304
2024-03-19,5408.347826086957
2024-03-20,6098.478260869565
2024-03-21,6562.130434782609
2024-03-22,6685.521739130435
2024-03-23,6218.652173913043
2024-03-24,2410.391304347826
2024-03-25,5924.086956521739
2024-03-26,5759.0
2024-03-27,5550.434782608696
2024-03-28,6426.869565217391
2024-03-29,5898.521739130435
2024-03-30,5994.869565217391
2024-03-31,0.0
2024-04-01,5985.434782608696
2024-04-02,11699.304347826086
2024-04-03,5775.739130434783
2024-04-04,5046.086956521739
2024-04-05,5040.565217391304
2024-04-06,4636.347826086957
2024-04-07,0.0
2024-04-08,4591.652173913043
2024-04-09,4357.130434782609
2024-04-10,4249.217391304348
2024-04-11,4563.434782608696
2024-04-12,5224.35294117647
2024-04-13,3795.608695652174
2024-04-14,0.0
2024-04-15,3851.1935483870966
2024-04-16,4282.322580645161
2024-04-17,3756.478260869565
2024-04-18,3259.8333333333335
2024-04-19,3746.5185185185187
2024-04-20,3918.125
2024-04-21,0.0
2024-04-22,4778.4838709677415
2024-04-23,3450.8
2024-04-24,3811.967741935484
2024-04-25,4630.967741935484
2024-04-26,3204.222222222222
2024-04-27,3983.423076923077
2024-04-28,0.0
2024-04-29,4451.272727272727
2024-04-30,3720.24
2024-05-01,3624.217391304348
2024-05-02,4592.518518518518
2024-05-03,4339.086956521739
2024-05-04,5074.931034482759
2024-05-05,0.0
2024-05-06,4321.826086956522
2024-05-07,3936.9
2024-05-08,3717.4074074074074
2024-05-09,4107.653846153846
2024-05-10,4723.8387096774195
2024-05-11,3664.3478260869565
2024-05-12,0.0
2024-05-13,3567.0
2024-05-14,4541.0
2024-05-15,3762.9583333333335
2024-05-16,3882.9565217391305
2024-05-17,4094.6521739130435
2024-05-18,4528.166666666667
2024-05-19,0.0
2024-05-20,4685.260869565217
2024-05-21,5366.125
2024-05-22,4829.173913043478
2024-05-23,4530.173913043478
2024-05-24,4759.9655172413795
2024-05-25,3332.785714285714
2024-05-26,0.0
2024-05-27,4579.820512820513
2024-05-28,4001.0
2024-05-29,3823.913043478261
2024-05-30,4430.576923076923
2024-05-31,4221.173913043478
2024-06-01,3794.1304347826085
2024-06-02,0.0
2024-06-03,3560.0
2024-06-04,4054.8695652173915
2024-06-05,4145.0
2024-06-06,3855.391304347826
2024-06-07,3801.913043478261
2024-06-08,3562.0
2024-06-09,0.0
2024-06-10,4781.565217391304
2024-06-11,4656.32
2024-06-12,3698.0
2024-06-13,4125.652173913043
2024-06-14,4061.695652173913
2024-06-15,4331.2972972972975
2024-06-16,0.0
2024-06-17,4199.391304347826
2024-06-18,4730.95652173913
2024-06-19,4802.266666666666
2024-06-20,5695.826086956522
2024-06-21,6037.0526315789475
2024-06-22,4902.666666666667
2024-06-23,0.0
2024-06-24,3596.875
2024-06-25,6747.903225806452
2024-06-26,5519.217391304348
2024-06-27,6111.434782608696
2024-06-28,7358.928571428572
2024-06-29,7107.391304347826
2024-06-30,0.0
2024-07-01,9365.0
2024-07-02,6802.04347826087
2024-07-03,7818.2307692307695
2024-07-04,6363.217391304348
2024-07-05,8165.535714285715
2024-07-06,6054.086956521739
2024-07-07,0.0
2024-07-08,6996.913043478261
2024-07-09,7264.739130434783
2024-07-10,11893.030303030304
2024-07-11,7797.04347826087
2024-07-12,5909.862068965517
2024-07-13,6883.521739130435
2024-07-14,0.0
2024-07-15,8845.518518518518
2024-07-16,8253.0
2024-07-17,8433.521739130434
2024-07-18,8955.695652173914
2024-07-19,7507.724137931034
2024-07-20,8159.913043478261
2024-07-21,0.0
2024-07-22,9694.08695652174
2024-07-23,8871.130434782608
2024-07-24,6210.95652173913
2024-07-25,7741.611111111111
2024-07-26,5210.030303030303
2024-07-27,6875.115384615385
2024-07-28,0.0
2024-07-29,6823.666666666667
2024-07-30,8279.0
2024-07-31,8093.0
2024-08-01,9620.09677419355
2024-08-02,10726.91304347826
2024-08-03,3446.969696969697
2024-08-04,0.0
2024-08-05,9547.258064516129
2024-08-06,12741.04347826087
2024-08-07,14906.838709677419
2024-08-08,14742.09090909091
2024-08-09,13245.97435897436
2024-08-10,16792.483870967742
2024-08-11,0.0
2024-08-12,17579.206896551725
2024-08-13,16073.652173913044
2024-08-14,17783.114285714284
2024-08-15,17216.043478260868
2024-08-16,22549.529411764706
2024-08-17,17633.13953488372
2024-08-18,0.0
2024-08-19,24525.304347826088
2024-08-20,24130.782608695652
2024-08-21,28129.608695652172
2024-08-22,44154.916666666664
2024-08-23,25193.310344827587
2024-08-24,20228.384615384617
2024-08-25,0.0
2024-08-26,23581.347826086956
2024-08-27,18138.516129032258
2024-08-28,14437.2
2024-08-29,17070.466666666667
