날짜,가격
2024-09-21,3909
2024-09-22,3909
2024-09-23,3921
2024-09-24,3921
2024-09-25,4025
2024-09-26,3938
2024-09-27,3935
2024-09-28,3935
2024-09-29,3935
2024-09-30,3877
2024-10-01,3877
2024-10-02,3859
2024-10-03,3859
2024-10-04,3741
2024-10-05,3741
2024-10-06,3741
2024-10-07,3751
2024-10-08,3739
2024-10-09,3739
2024-10-10,3739
2024-10-11,3615
2024-10-12,3615
2024-10-13,3615
2024-10-14,3605
2024-10-15,3605
2024-10-16,3610
2024-10-17,3610
2024-10-18,3561
2024-10-19,3561
2024-10-20,3561
2024-10-21,3586
2024-10-22,3617
2024-10-23,3623
2024-10-24,3663
2024-10-25,3578
2024-10-26,3578
2024-10-27,3578
2024-10-28,3550
2024-10-29,3465
2024-10-30,3396
2024-10-31,3396
2024-11-01,3023
2024-11-02,3023
2024-11-03,3023
2024-11-04,3019
2024-11-05,2945
2024-11-06,2901
2024-11-07,2901
2024-11-08,2587
2024-11-09,2587
2024-11-10,2587
2024-11-11,2610
2024-11-12,2592
2024-11-13,2592
2024-11-14,2535
2024-11-15,2524
2024-11-16,2524
2024-11-17,2524
2024-11-18,2593
2024-11-19,2583
2024-11-20,2600
2024-11-21,2600
2024-11-22,2656
2024-11-23,2656
2024-11-24,2656
2024-11-25,2630
2024-11-26,2657
2024-11-27,2657
2024-11-28,2736
2024-11-29,2834
2024-11-30,2834
2024-12-01,2834
2024-12-02,2993
2024-12-03,3044
2024-12-04,3075
2024-12-05,3075
2024-12-06,3075
2024-12-07,3075
2024-12-08,3075
2024-12-09,3652
2024-12-10,3568
2024-12-11,3503
2024-12-12,3503
2024-12-13,3312
2024-12-14,3312
2024-12-15,3312
2024-12-16,3135
2024-12-17,3135
2024-12-18,3041
2024-12-19,3120
2024-12-20,3264
2024-12-21,3264
2024-12-22,3264
2024-12-23,3373
2024-12-24,3314
2024-12-25,3314
2024-12-26,3284
2024-12-27,3242
2024-12-28,3242
2024-12-29,3242
2024-12-30,3251
2024-12-31,3262
