연도,품목명,품종명,평균가격,등급명,유통단계별무게,유통단계별단위명
2024-12,양배추,양배추,3961.441,중품,1,포기
2024-12,시금치,시금치,932.293,상품,100,g
2024-12,상추,적,1008.689,상품,100,g
2024-12,상추,청,1138.078,상품,100,g
2024-12,얼갈이배추,얼갈이배추,2960.109,상품,1,kg
2024-12,갓,갓,4868.023,상품,1,kg
2024-12,수박,수박,26862.096,상품,1,개
2024-12,수박,수박,23485.304,중품,1,개
2024-12,오이,가시계통,17325.897,상품,10,개
2024-12,오이,다다기계통,13363.761,상품,10,개
2024-12,오이,다다기계통,8375.164,중품,10,개
2024-12,오이,취청,17501.091,상품,10,개
2024-12,호박,애호박,1924.34,상품,1,개
2024-12,호박,애호박,1475.621,중품,1,개
2024-12,호박,쥬키니,1783.8,상품,1,개
2024-12,토마토,토마토,8067.89,상품,1,kg
2024-12,딸기,딸기,2733.388,상품,100,g
2024-12,딸기,딸기,2182.606,중품,100,g
2024-12,무,가을,3397.591,상품,1,개
2024-12,무,가을,2698.408,중품,1,개
2024-12,무,월동,3101.611,상품,1,개
2024-12,무,월동,2568.073,중품,1,개
2024-12,당근,무세척,6573.56,상품,1,kg
2024-12,당근,무세척,5517.544,중품,1,kg
2024-12,열무,열무,2996.279,상품,1,kg
2024-12,건고추,화건,18159.061,상품,600,g
2024-12,풋고추,풋고추(녹광 등),1420.647,상품,100,g
2024-12,풋고추,꽈리고추,1406.825,상품,100,g
2024-12,풋고추,꽈리고추,923.647,중품,100,g
2024-12,풋고추,청양고추,1344.878,상품,100,g
2024-12,풋고추,청양고추,816.883,중품,100,g
2024-12,풋고추,오이맛고추,1194.034,상품,100,g
2024-12,붉은고추,붉은고추,3213.265,상품,100,g
2024-12,양파,양파,2112.43,상품,1,kg
2024-12,파,대파,3914.867,상품,1,kg
2024-12,파,대파,2730.431,중품,1,kg
2024-12,파,쪽파,10844.022,상품,1,kg
2024-12,생강,국산,10760.479,상품,1,kg
2024-12,고춧가루,국산,30960.5,상품,1,kg
2024-12,고춧가루,중국,13441.818,상품,1,kg
2024-12,미나리,미나리,1706.677,상품,100,g
2024-12,깻잎,깻잎,2744.7,상품,100,g
2024-12,피망,청,1484.29,상품,100,g
2024-12,파프리카,파프리카,1916.219,상품,200,g
2024-12,파프리카,파프리카,1514.606,중품,200,g
2024-12,멜론,멜론,15941.105,상품,1,개
2024-12,멜론,멜론,12144.938,중품,1,개
2024-12,깐마늘(국산),깐마늘(국산),9590.88,상품,1,kg
2024-12,깐마늘(국산),깐마늘(국산),7854.102,중품,1,kg
2024-12,절임배추,가을,59293.651,상품,20,kg
2024-12,알배기배추,알배기배추,2839.21,상품,1,포기
2024-12,알배기배추,알배기배추,1710.294,중품,1,포기
2024-12,브로콜리,브로콜리(국산),2518.158,상품,1,개
2024-12,브로콜리,브로콜리(국산),2360.598,중품,1,개
2024-12,참깨,백색(국산),17771.316,상품,500,g
2024-12,참깨,중국,5181.875,중품,500,g
2024-12,땅콩,국산,3853.393,상품,100,g
2024-12,땅콩,수입,1105.7,중품,100,g
2024-12,느타리버섯,느타리버섯,1015.76,상품,100,g
2024-12,느타리버섯,애느타리버섯,595.307,상품,100,g
2024-12,팽이버섯,팽이버섯,556.219,상품,150,g
2024-12,새송이버섯,새송이버섯,574.021,상품,100,g
2024-12,새송이버섯,새송이버섯,479.114,중품,100,g
2024-12,호두,수입,1771.149,중품,100,g
2024-12,아몬드,수입,1593.099,중품,100,g
2024-12,사과,후지,26159.197,상품,10,개
2024-12,사과,후지,19000.821,중품,10,개
2024-12,배,신고,38807.804,상품,10,개
2024-12,배,신고,30985.536,중품,10,개
2024-12,포도,샤인머스켓,16904.357,L과,2,kg
2024-12,포도,샤인머스켓,11304.167,M과,2,kg
2024-12,감귤,노지,4228.54,M과,10,개
2024-12,감귤,노지,3358.437,S과,10,개
2024-12,단감,단감,13610.857,상품,10,개
2024-12,단감,단감,9255.652,중품,10,개
2024-12,바나나,수입,290.303,상품,100,g
2024-12,바나나,수입,227.473,중품,100,g
2024-12,참다래,그린 뉴질랜드,9117.036,상품,10,개
2024-12,참다래,그린 뉴질랜드,7025.898,중품,10,개
2024-12,파인애플,수입,6395.171,상품,1,개
2024-12,파인애플,수입,5324.209,중품,1,개
2024-12,방울토마토,방울토마토,13111.225,상품,1,kg
2024-12,방울토마토,대추방울토마토,11494.131,상품,1,kg
2024-12,레몬,수입,11254.944,상품,10,개
2024-12,레몬,수입,9267.265,중품,10,개
2024-12,체리,수입,3249.188,상품,100,g
2024-12,체리,수입,3255,중품,100,g
2024-12,망고,수입,5579.238,상품,1,개
2024-12,망고,수입,4001.528,중품,1,개
2024-12,아보카도,수입,2178.575,상품,1,개
2024-12,고등어,국산(염장),6070.58,중품,1,손
2024-12,고등어,국산(신선 냉장),4703.48,大,1,마리
2024-12,고등어,국산(신선 냉장),3676.815,中,1,마리
2024-12,고등어,국산(냉동),4252.215,大,1,마리
2024-12,고등어,수입산(염장),8047.698,大,1,손
2024-12,꽁치,냉동(수입),6985.895,중품,5,마리
2024-12,갈치,국산(냉장),14018.694,大,1,마리
2024-12,갈치,국산(냉장),6973.089,中,1,마리
2024-12,갈치,국산(냉장),3861.242,小,1,마리
2024-12,갈치,국산(냉동),8726.389,大,1,마리
2024-12,갈치,국산(냉동),4714.604,中,1,마리
2024-12,갈치,국산(냉동),3143.333,小,1,마리
2024-12,조기,참조기(신선 냉장),1274.82,小,1,마리
2024-12,조기,참조기(냉동),2079.911,中,1,마리
2024-12,조기,참조기(냉동),1390.373,小,1,마리
2024-12,조기,굴비,2856.365,中,1,마리
2024-12,명태,냉동(원양수입통합),3981.105,大,1,마리
2024-12,명태,냉동가공,9876.943,中,1,kg
2024-12,물오징어,연근해(신선 냉장),8278.482,中,1,마리
2024-12,물오징어,연근해(냉동),6062.976,中,1,마리
2024-12,물오징어,원양(냉동),4927.896,中,1,마리
2024-12,물오징어,원양(냉동),3148.981,小,1,마리
2024-12,마른멸치,마른멸치,2521.108,대멸,100,g
2024-12,마른멸치,마른멸치,2960.5,중멸,100,g
2024-12,마른멸치,마른멸치,3299.931,세멸,100,g
2024-12,마른오징어,마른오징어,79969.878,중품,10,마리
2024-12,김,마른김,1411.579,중품,10,장
2024-12,김,얼구운김,2081.235,중품,10,장
2024-12,마른미역,마른미역,3116.696,상품,100,g
2024-12,굴,굴,26579.118,상품,1,kg
2024-12,수입조기,부세수입(냉동),3810.217,중품,1,마리
2024-12,새우젓,새우젓,14863.922,상품,1,kg
2024-12,멸치액젓,멸치액젓,5362.167,상품,1,kg
2024-12,천일염,천일염,11033.186,상품,5,kg
2024-12,전복,전복,12753.588,중품,5,마리
2024-12,새우,흰다리(수입),4770.105,중품,10,마리
2024-12,홍합,깐홍합(냉장),2858.378,상품,100,g
2024-12,홍합,안깐홍합(냉장),4460.532,상품,1,kg
2024-12,가리비,해만가리비(홍가리비),7925.533,상품,1,kg
2024-12,건다시마,완도산,3763.71,상품,100,g
2024-12,즉석밥,CJ 햇반 백미밥 210g×8개,9887.897,상품,1,묶음
2024-12,두부,풀무원 국산콩 300g×2,5252.092,상품,1,개
2024-12,고추장,해찬들 우리쌀로만든 태양초고추장 1kg,16257,상품,1,개
2024-12,된장,청정원 재래식 생된장 1kg,7151.875,상품,1,개
2024-12,간장,샘표 양조간장 501 1.7L,13443.697,상품,1,개
2024-12,맛김(조미김),동원에프앤비 양반 들기름김 5g×20봉,9951.763,상품,1,묶음
2024-12,콩나물,풀무원 국산콩 콩나물 340g,2385.121,상품,1,봉
