날짜,가격
2024-01-01,5389.75
2024-01-02,5389.75
2024-01-03,5108.25
2024-01-04,4478.916666666667
2024-01-05,4616.583333333333
2024-01-06,4495.75
2024-01-08,4666.75
2024-01-09,4651.583333333333
2024-01-10,4448.666666666667
2024-01-11,4837.75
2024-01-12,4513.833333333333
2024-01-13,4235.0
2024-01-15,5050.5
2024-01-16,5349.416666666667
2024-01-17,4984.75
2024-01-18,5010.75
2024-01-19,4766.083333333333
2024-01-20,4761.416666666667
2024-01-22,5372.083333333333
2024-01-23,5353.333333333333
2024-01-24,5449.916666666667
2024-01-25,5352.25
2024-01-26,5078.75
2024-01-27,4438.25
2024-01-29,4706.5
2024-01-30,4853.833333333333
2024-01-31,4733.75
2024-02-01,4749.75
2024-02-02,4965.75
2024-02-03,5033.333333333333
2024-02-05,5544.5
2024-02-06,6186.75
2024-02-07,5925.833333333333
2024-02-08,5615.416666666667
2024-02-09,4254.833333333333
2024-02-10,4471.75
2024-02-12,4471.75
2024-02-13,5030.666666666667
2024-02-14,5046.583333333333
2024-02-15,4986.916666666667
2024-02-16,5132.75
2024-02-17,5275.333333333333
2024-02-19,5551.0
2024-02-20,5440.916666666667
2024-02-21,5046.25
2024-02-22,4825.75
2024-02-23,5022.666666666667
2024-02-24,4742.833333333333
2024-02-26,5186.75
2024-02-27,5524.583333333333
2024-02-28,5616.833333333333
2024-02-29,5481.333333333333
2024-03-01,5370.25
2024-03-02,4980.833333333333
2024-03-04,6169.0
2024-03-05,7544.25
2024-03-06,8474.833333333334
2024-03-07,8459.416666666666
2024-03-08,8620.333333333334
2024-03-09,7815.916666666667
2024-03-11,6322.307692307692
2024-03-12,6302.615384615385
2024-03-13,6284.461538461538
2024-03-14,7067.153846153846
2024-03-15,6790.0
2024-03-16,6248.0
2024-03-17,0.0
2024-03-18,6613.615384615385
2024-03-19,6631.153846153846
2024-03-20,6470.461538461538
2024-03-21,6332.538461538462
2024-03-22,6563.923076923077
2024-03-23,5665.2307692307695
2024-03-24,4133.923076923077
2024-03-25,5948.153846153846
2024-03-26,8158.846153846154
2024-03-27,11952.538461538461
2024-03-28,10880.615384615385
2024-03-29,11905.307692307691
2024-03-30,10312.615384615385
2024-03-31,0.0
2024-04-01,9913.923076923076
2024-04-02,9201.538461538461
2024-04-03,9199.538461538461
2024-04-04,9790.0
2024-04-05,9476.846153846154
2024-04-06,11276.153846153846
2024-04-07,0.0
2024-04-08,9177.692307692309
2024-04-09,11917.76923076923
2024-04-10,13020.692307692309
2024-04-11,13114.23076923077
2024-04-12,14022.173913043478
2024-04-13,15246.076923076924
2024-04-14,0.0
2024-04-15,18470.41176470588
2024-04-16,14801.29411764706
2024-04-17,15331.29411764706
2024-04-18,14524.307692307691
2024-04-19,15731.857142857143
2024-04-20,14658.8
2024-04-21,0.0
2024-04-22,16847.470588235294
2024-04-23,18210.78947368421
2024-04-24,14236.944444444445
2024-04-25,15870.25
2024-04-26,15938.8125
2024-04-27,14960.611111111111
2024-04-28,0.0
2024-04-29,13071.42857142857
2024-04-30,13955.5
2024-05-01,12141.923076923076
2024-05-02,13147.1
2024-05-03,13603.76923076923
2024-05-04,14111.058823529413
2024-05-05,0.0
2024-05-06,14206.538461538461
2024-05-07,10083.285714285714
2024-05-08,8740.777777777777
2024-05-09,9138.875
2024-05-10,13538.882352941177
2024-05-11,11408.692307692309
2024-05-12,0.0
2024-05-13,13319.666666666666
2024-05-14,13980.6875
2024-05-15,13609.176470588236
2024-05-16,14321.357142857143
2024-05-17,14000.846153846154
2024-05-18,13427.55
2024-05-19,0.0
2024-05-20,15695.76923076923
2024-05-21,14378.052631578947
2024-05-22,15879.0
2024-05-23,15669.076923076924
2024-05-24,17003.35714285714
2024-05-25,16467.0
2024-05-26,0.0
2024-05-27,13843.944444444445
2024-05-28,14118.538461538461
2024-05-29,11888.846153846154
2024-05-30,9683.1875
2024-05-31,11590.923076923076
2024-06-01,9418.76923076923
2024-06-02,0.0
2024-06-03,8683.5
2024-06-04,8379.0
2024-06-05,8698.375
2024-06-06,8800.5
2024-06-07,7704.2307692307695
2024-06-08,6229.0
2024-06-09,0.0
2024-06-10,6569.846153846154
2024-06-11,5805.076923076923
2024-06-12,4872.846153846154
2024-06-13,5147.307692307692
2024-06-14,5708.692307692308
2024-06-15,4336.736842105263
2024-06-16,0.0
2024-06-17,4095.0
2024-06-18,5525.307692307692
2024-06-19,5325.428571428572
2024-06-20,5475.538461538462
2024-06-21,5622.045454545455
2024-06-22,4017.5
2024-06-23,0.0
2024-06-24,4956.153846153846
2024-06-25,4250.117647058823
2024-06-26,4469.0
2024-06-27,3657.769230769231
2024-06-28,4998.785714285715
2024-06-29,4744.0
2024-06-30,0.0
2024-07-01,6460.125
2024-07-02,5842.538461538462
2024-07-03,3339.733333333333
2024-07-04,3614.0
2024-07-05,4398.0
2024-07-06,3514.3846153846152
2024-07-07,0.0
2024-07-08,3513.0666666666666
2024-07-09,3950.846153846154
2024-07-10,3862.5
2024-07-11,3271.3076923076924
2024-07-12,3896.133333333333
2024-07-13,3699.3529411764707
2024-07-14,0.0
2024-07-15,3355.8125
2024-07-16,3301.076923076923
2024-07-17,2834.6923076923076
2024-07-18,3772.076923076923
2024-07-19,3264.6666666666665
2024-07-20,3129.0
2024-07-21,0.0
2024-07-22,3823.3846153846152
2024-07-23,5060.615384615385
2024-07-24,4282.615384615385
2024-07-25,4116.722222222223
2024-07-26,3777.6153846153848
2024-07-27,3699.5384615384614
2024-07-28,0.0
2024-07-29,4301.692307692308
2024-07-30,4264.523809523809
2024-07-31,4985.791666666667
2024-08-01,5339.142857142857
2024-08-02,7414.461538461538
2024-08-03,5758.761904761905
2024-08-04,0.0
2024-08-05,6629.761904761905
2024-08-06,4894.888888888889
2024-08-07,4152.368421052632
2024-08-08,7078.7692307692305
2024-08-09,8220.454545454546
2024-08-10,6306.888888888889
2024-08-11,0.0
2024-08-12,5814.846153846154
2024-08-13,3990.0
2024-08-14,4824.64705882353
2024-08-15,4777.7692307692305
2024-08-16,5741.285714285715
2024-08-17,6929.0
2024-08-18,0.0
2024-08-19,6629.307692307692
2024-08-20,6561.692307692308
2024-08-21,6515.461538461538
2024-08-22,7126.619047619048
2024-08-23,6295.076923076923
2024-08-24,4653.461538461538
2024-08-25,0.0
2024-08-26,4987.2307692307695
2024-08-27,5038.666666666667
2024-08-28,6356.933333333333
2024-08-29,6466.357142857143
