날짜,가격
2024-05-06,4359
2024-05-07,4357
2024-05-08,4294
2024-05-09,4294
2024-05-10,3808
2024-05-11,3808
2024-05-12,3808
2024-05-13,3861
2024-05-14,3794
2024-05-15,3794
2024-05-16,3775
2024-05-17,3797
2024-05-18,3797
2024-05-19,3797
2024-05-20,3747
2024-05-21,3695
2024-05-22,3636
2024-05-23,3568
2024-05-24,3579
2024-05-25,3579
2024-05-26,3579
2024-05-27,3594
2024-05-28,3464
2024-05-29,3520
2024-05-30,3568
2024-05-31,3579
2024-06-01,3579
2024-06-02,3579
2024-06-03,3681
2024-06-04,3683
2024-06-05,3672
2024-06-06,3672
2024-06-07,3668
2024-06-08,3668
2024-06-09,3668
2024-06-10,3609
2024-06-11,3606
2024-06-12,3606
2024-06-13,3422
2024-06-14,3410
2024-06-15,3410
2024-06-16,3410
2024-06-17,3406
2024-06-18,3421
2024-06-19,3412
2024-06-20,3461
2024-06-21,3478
2024-06-22,3478
2024-06-23,3478
2024-06-24,3479
2024-06-25,3496
2024-06-26,3525
2024-06-27,3784
2024-06-28,3830
2024-06-29,3830
2024-06-30,3830
2024-07-01,3813
2024-07-02,3869
2024-07-03,4034
2024-07-04,4271
2024-07-05,4445
2024-07-06,4445
2024-07-07,4445
2024-07-08,4462
2024-07-09,4489
2024-07-10,4501
2024-07-11,4608
2024-07-12,4707
2024-07-13,4707
2024-07-14,4707
2024-07-15,4761
2024-07-16,4813
2024-07-17,4846
2024-07-18,4969
2024-07-19,5092
2024-07-20,5092
2024-07-21,5092
2024-07-22,5182
2024-07-23,5230
2024-07-24,5144
2024-07-25,5531
2024-07-26,5556
2024-07-27,5556
2024-07-28,5556
2024-07-29,5529
2024-07-30,5553
2024-07-31,5542
2024-08-01,5414
2024-08-02,5373
2024-08-03,5373
2024-08-04,5373
2024-08-05,5311
2024-08-06,5445
2024-08-07,5515
2024-08-08,5629
2024-08-09,5809
2024-08-10,5809
2024-08-11,5809
2024-08-12,5990
2024-08-13,6000
2024-08-14,6159
2024-08-15,6159
2024-08-16,6806
2024-08-17,6806
2024-08-18,6806
2024-08-19,6888
2024-08-20,6937
2024-08-21,6926
2024-08-22,7293
2024-08-23,7306
2024-08-24,7306
2024-08-25,7306
2024-08-26,7419
2024-08-27,7561
2024-08-28,7527
2024-08-29,6572
2024-08-30,6455
2024-08-31,6455
2024-09-01,6455
2024-09-02,6545
2024-09-03,6604
2024-09-04,6704
2024-09-05,6971
2024-09-06,7077
2024-09-07,7077
2024-09-08,7077
2024-09-09,7096
2024-09-10,7096
2024-09-11,7376
2024-09-12,7816
2024-09-13,8002
2024-09-14,8002
2024-09-15,8002
2024-09-16,8002
2024-09-17,8002
2024-09-18,8002
2024-09-19,9337
2024-09-20,8989
2024-09-21,8989
2024-09-22,8989
2024-09-23,9321
2024-09-24,9321
2024-09-25,9383
2024-09-26,9680
2024-09-27,9963
2024-09-28,9963
2024-09-29,9963
2024-09-30,9662
2024-10-01,9662
2024-10-02,9202
2024-10-03,9202
2024-10-04,8848
2024-10-05,8848
2024-10-06,8848
2024-10-07,8794
2024-10-08,8758
2024-10-09,8758
2024-10-10,8758
2024-10-11,8796
2024-10-12,8796
2024-10-13,8796
2024-10-14,8680
2024-10-15,8635
2024-10-16,8666
2024-10-17,8666
2024-10-18,9123
2024-10-19,9123
2024-10-20,9123
2024-10-21,9162
2024-10-22,8864
2024-10-23,8760
2024-10-24,7657
2024-10-25,7087
2024-10-26,7087
2024-10-27,7087
2024-10-28,6847
2024-10-29,6627
2024-10-30,6502
2024-10-31,6502
2024-11-01,4875
2024-11-02,4875
2024-11-03,4875
2024-11-04,4810
2024-11-05,4741
2024-11-06,4549
2024-11-07,4549
2024-11-08,3919
2024-11-09,3919
2024-11-10,3919
2024-11-11,3877
2024-11-12,3778
2024-11-13,3778
2024-11-14,3309
2024-11-15,3257
2024-11-16,3257
2024-11-17,3257
2024-11-18,3198
2024-11-19,3137
2024-11-20,3074
2024-11-21,3074
2024-11-22,3031
2024-11-23,3031
2024-11-24,3031
2024-11-25,3060
2024-11-26,3047
2024-11-27,3047
2024-11-28,3165
2024-11-29,3243
2024-11-30,3243
2024-12-01,3243
2024-12-02,3478
2024-12-03,3421
2024-12-04,3396
2024-12-05,3396
2024-12-06,3396
2024-12-07,3396
2024-12-08,3396
2024-12-09,4224
2024-12-10,4195
2024-12-11,4177
2024-12-12,4177
2024-12-13,4322
2024-12-14,4322
2024-12-15,4322
2024-12-16,4413
2024-12-17,4413
2024-12-18,4491
2024-12-19,4488
2024-12-20,4592
2024-12-21,4592
2024-12-22,4592
2024-12-23,4639
2024-12-24,4650
2024-12-25,4650
2024-12-26,4816
2024-12-27,4899
2024-12-28,4899
2024-12-29,4899
2024-12-30,4696
2024-12-31,4894
