날짜,가격
2024-08-05,9846
2024-08-06,10145
2024-08-07,10246
2024-08-08,10415
2024-08-09,9936
2024-08-10,9609
2024-08-11,9609
2024-08-12,9609
2024-08-13,9491
2024-08-14,9451
2024-08-15,9456
2024-08-16,9456
2024-08-17,9634
2024-08-18,9634
2024-08-19,9634
2024-08-20,9990
2024-08-21,10200
2024-08-22,10200
2024-08-23,10167
2024-08-24,10305
2024-08-25,10305
2024-08-26,10305
2024-08-27,10512
2024-08-28,10596
2024-08-29,10667
2024-08-30,10282
2024-08-31,9662
2024-09-01,9662
2024-09-02,9662
2024-09-03,10272
2024-09-04,10274
2024-09-05,10142
2024-09-06,9555
2024-09-07,8894
2024-09-08,8894
2024-09-09,8894
2024-09-10,8981
2024-09-11,8945
2024-09-12,8981
2024-09-13,8753
2024-09-14,8677
2024-09-15,8677
2024-09-16,8677
2024-09-17,8677
2024-09-18,8677
2024-09-19,8677
2024-09-20,9510
2024-09-21,9874
2024-09-22,9874
2024-09-23,9874
2024-09-24,10196
2024-09-25,10196
2024-09-26,10266
2024-09-27,10329
2024-09-28,10329
2024-09-29,10329
2024-09-30,10329
2024-10-01,10329
2024-10-02,10329
2024-10-03,10333
2024-10-04,10333
2024-10-05,10311
2024-10-06,10311
2024-10-07,10311
2024-10-08,10346
2024-10-09,10357
2024-10-10,10357
2024-10-11,10357
2024-10-12,10302
2024-10-13,10302
2024-10-14,10302
2024-10-15,10302
2024-10-16,10262
2024-10-17,10373
2024-10-18,10373
2024-10-19,10413
2024-10-20,10413
2024-10-21,10413
2024-10-22,10444
2024-10-23,10476
2024-10-24,10453
2024-10-25,10488
2024-10-26,10476
2024-10-27,10476
2024-10-28,10476
2024-10-29,10533
2024-10-30,10514
2024-10-31,10476
2024-11-01,10476
2024-11-02,10298
2024-11-03,10298
2024-11-04,10298
2024-11-05,10291
2024-11-06,10291
2024-11-07,10280
2024-11-08,10280
2024-11-09,8524
2024-11-10,8524
2024-11-11,8524
2024-11-12,8536
2024-11-13,8767
2024-11-14,8767
2024-11-15,8361
2024-11-16,8117
2024-11-17,8117
2024-11-18,8117
2024-11-19,8060
2024-11-20,8072
2024-11-21,8047
2024-11-22,8047
2024-11-23,8187
2024-11-24,8187
2024-11-25,8187
2024-11-26,8256
2024-11-27,8244
2024-11-28,8244
2024-11-29,8366
2024-11-30,8435
2024-12-01,8435
2024-12-02,8435
2024-12-03,8872
2024-12-04,8878
2024-12-05,8957
2024-12-06,8957
2024-12-07,8957
2024-12-08,8957
2024-12-09,8957
2024-12-10,9728
2024-12-11,9760
2024-12-12,9880
2024-12-13,9880
2024-12-14,9873
2024-12-15,9873
2024-12-16,9873
2024-12-17,9789
2024-12-18,9789
2024-12-19,9763
2024-12-20,9869
2024-12-21,9416
2024-12-22,9416
2024-12-23,9416
2024-12-24,9571
2024-12-25,9522
2024-12-26,9522
2024-12-27,9453
2024-12-28,9568
2024-12-29,9568
2024-12-30,9568
2024-12-31,9774
