일련번호,부류구분,품목명,품목코드,등급,등급단위,거래수량,거래단위,거래단위수량,중량단위,평균가격,전일평균가격,전년가격,전일대비등락율,전년대비등락율,시장구분,사용여부,가격날짜
1866014,2,고구마,15100,특,0,  10,키로상자,  10키로상자,01,44323,0,0,0,0,1,Y,2024-01-03
1866015,2,고구마,15100,상,1,  10,키로상자,  10키로상자,01,30471,0,0,0,0,1,Y,2024-01-03
1866016,2,고구마,15100,중,2,  10,키로상자,  10키로상자,01,21959,0,0,0,0,1,Y,2024-01-03
1866017,2,고구마,15100,하,3,  10,키로상자,  10키로상자,01,11881,0,0,0,0,1,Y,2024-01-03
1866034,2,감자,15200,특,0,  20,키로상자,  20키로상자,01,66943,0,0,0,0,1,Y,2024-01-03
1866035,2,감자,15200,상,1,  20,키로상자,  20키로상자,01,44910,0,0,0,0,1,Y,2024-01-03
1866036,2,감자,15200,중,2,  20,키로상자,  20키로상자,01,32529,0,0,0,0,1,Y,2024-01-03
1866037,2,감자,15200,하,3,  20,키로상자,  20키로상자,01,18203,0,0,0,0,1,Y,2024-01-03
1866063,2,배추,21100,특,0,  10,키로망대,  10키로망대,04,6962,0,0,0,0,1,Y,2024-01-03
1866064,2,배추,21100,상,1,  10,키로망대,  10키로망대,04,6400,0,0,0,0,1,Y,2024-01-03
1866065,2,배추,21100,중,2,  10,키로망대,  10키로망대,04,5643,0,0,0,0,1,Y,2024-01-03
1866066,2,배추,21100,하,3,  10,키로망대,  10키로망대,04,5187,0,0,0,0,1,Y,2024-01-03
1866090,2,양배추,21200,상,1,   8,키로망대,   8키로망대,04,4805,0,0,0,0,1,Y,2024-01-03
1866091,2,양배추,21200,중,2,   8,키로망대,   8키로망대,04,3764,0,0,0,0,1,Y,2024-01-03
1866092,2,양배추,21200,하,3,   8,키로망대,   8키로망대,04,2612,0,0,0,0,1,Y,2024-01-03
1866104,2,시금치,21300,특,0, 500,그람단, 500그람단,48,1723,0,0,0,0,1,Y,2024-01-03
1866105,2,시금치,21300,상,1, 500,그람단, 500그람단,48,1576,0,0,0,0,1,Y,2024-01-03
1866106,2,시금치,21300,중,2, 500,그람단, 500그람단,48,1361,0,0,0,0,1,Y,2024-01-03
1866107,2,시금치,21300,하,3, 500,그람단, 500그람단,48,941,0,0,0,0,1,Y,2024-01-03
1866124,2,상추,21400,상,1,   4,키로상자,   4키로상자,01,19753,0,0,0,0,1,Y,2024-01-03
1866125,2,상추,21400,중,2,   4,키로상자,   4키로상자,01,14618,0,0,0,0,1,Y,2024-01-03
1866126,2,상추,21400,하,3,   4,키로상자,   4키로상자,01,9516,0,0,0,0,1,Y,2024-01-03
1866142,2,깻잎,21500,상,1, 100,속, 100속,88,32344,0,0,0,0,1,Y,2024-01-03
1866143,2,깻잎,21500,중,2, 100,속, 100속,88,25252,0,0,0,0,1,Y,2024-01-03
1866144,2,깻잎,21500,하,3, 100,속, 100속,88,18659,0,0,0,0,1,Y,2024-01-03
1866169,2,쑥갓,21800,상,1,   4,키로상자,   4키로상자,01,16109,0,0,0,0,1,Y,2024-01-03
1866170,2,쑥갓,21800,중,2,   4,키로상자,   4키로상자,01,13979,0,0,0,0,1,Y,2024-01-03
1866171,2,쑥갓,21800,하,3,   4,키로상자,   4키로상자,01,10612,0,0,0,0,1,Y,2024-01-03
1866294,2,토마토,22500,특,0,  10,키로상자,  10키로상자,01,54129,0,0,0,0,1,Y,2024-01-03
1866295,2,토마토,22500,상,1,  10,키로상자,  10키로상자,01,50720,0,0,0,0,1,Y,2024-01-03
1866296,2,토마토,22500,중,2,  10,키로상자,  10키로상자,01,41724,0,0,0,0,1,Y,2024-01-03
1866297,2,토마토,22500,하,3,  10,키로상자,  10키로상자,01,27960,0,0,0,0,1,Y,2024-01-03
1866398,2,가지,22800,상,1,   8,키로상자,   8키로상자,01,42722,0,0,0,0,1,Y,2024-01-03
1866399,2,가지,22800,중,2,   8,키로상자,   8키로상자,01,37700,0,0,0,0,1,Y,2024-01-03
1866400,2,가지,22800,하,3,   8,키로상자,   8키로상자,01,25934,0,0,0,0,1,Y,2024-01-03
1866404,2,무,23100,특,0,  20,키로상자,  20키로상자,01,12159,0,0,0,0,1,Y,2024-01-03
1866405,2,무,23100,상,1,  20,키로상자,  20키로상자,01,10334,0,0,0,0,1,Y,2024-01-03
1866406,2,무,23100,중,2,  20,키로상자,  20키로상자,01,8293,0,0,0,0,1,Y,2024-01-03
1866407,2,무,23100,하,3,  20,키로상자,  20키로상자,01,6567,0,0,0,0,1,Y,2024-01-03
1866430,2,당근,23200,특,0,  20,키로상자,  20키로상자,01,26673,0,0,0,0,1,Y,2024-01-03
1866431,2,당근,23200,상,1,  20,키로상자,  20키로상자,01,22757,0,0,0,0,1,Y,2024-01-03
1866432,2,당근,23200,중,2,  20,키로상자,  20키로상자,01,19740,0,0,0,0,1,Y,2024-01-03
1866433,2,당근,23200,하,3,  20,키로상자,  20키로상자,01,15860,0,0,0,0,1,Y,2024-01-03
1866654,2,파슬리,25400,상,1,   4,키로상자,   4키로상자,01,60000,0,0,0,0,1,Y,2024-01-03
1866655,2,파슬리,25400,중,2,   4,키로상자,   4키로상자,01,56138,0,0,0,0,1,Y,2024-01-03
1866656,2,파슬리,25400,하,3,   4,키로상자,   4키로상자,01,51679,0,0,0,0,1,Y,2024-01-03
1866662,2,셀러리,25600,상,1,  10,키로상자,  10키로상자,01,26124,0,0,0,0,1,Y,2024-01-03
1866663,2,셀러리,25600,중,2,  10,키로상자,  10키로상자,01,22671,0,0,0,0,1,Y,2024-01-03
1866664,2,셀러리,25600,하,3,  10,키로상자,  10키로상자,01,18067,0,0,0,0,1,Y,2024-01-03
1866665,2,칼리플라워,25700,상,1,   8,키로상자,   8키로상자,01,24533,0,0,0,0,1,Y,2024-01-03
1866666,2,칼리플라워,25700,중,2,   8,키로상자,   8키로상자,01,19996,0,0,0,0,1,Y,2024-01-03
1866667,2,칼리플라워,25700,하,3,   8,키로상자,   8키로상자,01,15358,0,0,0,0,1,Y,2024-01-03
1866710,2,취나물,26300,상,1,   4,키로상자,   4키로상자,01,44421,0,0,0,0,1,Y,2024-01-03
1866711,2,취나물,26300,중,2,   4,키로상자,   4키로상자,01,21460,0,0,0,0,1,Y,2024-01-03
1866712,2,취나물,26300,하,3,   4,키로상자,   4키로상자,01,7961,0,0,0,0,1,Y,2024-01-03
1867768,2,고구마,15100,특,0,  10,키로상자,  10키로상자,01,33500,34064,0,98,0,9,Y,2024-01-03
1867769,2,고구마,15100,상,1,  10,키로상자,  10키로상자,01,31246,31046,0,101,0,9,Y,2024-01-03
1867770,2,고구마,15100,중,2,  10,키로상자,  10키로상자,01,21205,25971,0,82,0,9,Y,2024-01-03
1867771,2,고구마,15100,하,3,  10,키로상자,  10키로상자,01,10547,16286,0,65,0,9,Y,2024-01-03
1867776,2,감자,15200,특,0,  20,키로상자,  20키로상자,01,56362,65000,0,87,0,9,Y,2024-01-03
1867777,2,감자,15200,상,1,  20,키로상자,  20키로상자,01,41353,50059,0,83,0,9,Y,2024-01-03
1867778,2,감자,15200,중,2,  20,키로상자,  20키로상자,01,32483,39738,0,82,0,9,Y,2024-01-03
1867779,2,감자,15200,하,3,  20,키로상자,  20키로상자,01,24535,25817,0,95,0,9,Y,2024-01-03
1867784,2,배추,21100,특,0,  10,키로망대,  10키로망대,04,7500,7500,0,100,0,9,Y,2024-01-03
1867785,2,배추,21100,상,1,  10,키로망대,  10키로망대,04,6847,6847,0,100,0,9,Y,2024-01-03
1867786,2,배추,21100,중,2,  10,키로망대,  10키로망대,04,5500,5500,0,100,0,9,Y,2024-01-03
1867787,2,배추,21100,하,3,  10,키로망대,  10키로망대,04,4855,4855,0,100,0,9,Y,2024-01-03
1867798,2,양배추,21200,특,0,  10,키로망대,  10키로망대,04,6304,7822,0,81,0,9,Y,2024-01-03
1867799,2,양배추,21200,상,1,  10,키로망대,  10키로망대,04,5635,6209,0,91,0,9,Y,2024-01-03
1867800,2,양배추,21200,중,2,  10,키로망대,  10키로망대,04,5481,5597,0,98,0,9,Y,2024-01-03
1867801,2,양배추,21200,하,3,  10,키로망대,  10키로망대,04,4446,4901,0,91,0,9,Y,2024-01-03
1867831,2,상추,21400,특,0,   4,키로상자,   4키로상자,01,28891,23857,0,121,0,9,Y,2024-01-03
1867832,2,상추,21400,상,1,   4,키로상자,   4키로상자,01,21161,18964,0,112,0,9,Y,2024-01-03
1867833,2,상추,21400,중,2,   4,키로상자,   4키로상자,01,15295,16117,0,95,0,9,Y,2024-01-03
1867834,2,상추,21400,하,3,   4,키로상자,   4키로상자,01,12143,11797,0,103,0,9,Y,2024-01-03
1867851,2,깻잎,21500,상,1,   2,속,   2속,88,63520,50000,0,127,0,9,Y,2024-01-03
1867852,2,깻잎,21500,중,2,   2,속,   2속,88,53620,50000,0,107,0,9,Y,2024-01-03
1867853,2,깻잎,21500,하,3,   2,속,   2속,88,42372,50000,0,85,0,9,Y,2024-01-03
1867854,2,쑥갓,21800,상,1,   4,키로상자,   4키로상자,01,25904,16885,0,153,0,9,Y,2024-01-03
1867855,2,쑥갓,21800,중,2,   4,키로상자,   4키로상자,01,25000,13808,0,181,0,9,Y,2024-01-03
1867856,2,쑥갓,21800,하,3,   4,키로상자,   4키로상자,01,15000,10364,0,145,0,9,Y,2024-01-03
1867857,2,미나리,21900,상,1,  20,키로단,  20키로단,29,55000,55000,0,100,0,9,Y,2024-01-03
1867858,2,미나리,21900,중,2,  20,키로단,  20키로단,29,50278,50278,0,100,0,9,Y,2024-01-03
1867859,2,미나리,21900,하,3,  20,키로단,  20키로단,29,50000,50000,0,100,0,9,Y,2024-01-03
1867863,2,수박,22100,특,0,  10,키로상자,  10키로상자,01,21182,21182,0,100,0,9,Y,2024-01-03
1867864,2,수박,22100,상,1,  10,키로상자,  10키로상자,01,19397,19397,0,100,0,9,Y,2024-01-03
1867865,2,수박,22100,중,2,  10,키로상자,  10키로상자,01,11229,11229,0,100,0,9,Y,2024-01-03
1867866,2,수박,22100,하,3,  10,키로상자,  10키로상자,01,6857,6857,0,100,0,9,Y,2024-01-03
1867906,2,토마토,22500,상,1,  10,키로상자,  10키로상자,01,24600,24600,0,100,0,9,Y,2024-01-03
1867907,2,토마토,22500,중,2,  10,키로상자,  10키로상자,01,22000,22000,0,100,0,9,Y,2024-01-03
1867908,2,토마토,22500,하,3,  10,키로상자,  10키로상자,01,20000,20000,0,100,0,9,Y,2024-01-03
1867909,2,토마토,22500,특,0,  10,키로상자,  10키로상자,01,27000,27000,0,100,0,9,Y,2024-01-03
1867929,2,멜론,22700,특,0,   8,키로상자,   8키로상자,01,41818,36250,0,115,0,9,Y,2024-01-03
1867930,2,멜론,22700,상,1,   8,키로상자,   8키로상자,01,35000,27373,0,128,0,9,Y,2024-01-03
1867931,2,멜론,22700,중,2,   8,키로상자,   8키로상자,01,26322,22308,0,118,0,9,Y,2024-01-03
1867932,2,멜론,22700,하,3,   8,키로상자,   8키로상자,01,17593,10000,0,176,0,9,Y,2024-01-03
1867945,2,가지,22800,상,1,   8,키로상자,   8키로상자,01,33600,33600,0,100,0,9,Y,2024-01-03
1867946,2,가지,22800,중,2,   8,키로상자,   8키로상자,01,27656,27656,0,100,0,9,Y,2024-01-03
1867947,2,가지,22800,하,3,   8,키로상자,   8키로상자,01,6278,6278,0,100,0,9,Y,2024-01-03
1867951,2,무,23100,특,0,  20,키로상자(비닐포),  20키로상자(비닐포),34,11361,12824,0,89,0,9,Y,2024-01-03
1867952,2,무,23100,상,1,  20,키로상자(비닐포),  20키로상자(비닐포),34,10774,10939,0,98,0,9,Y,2024-01-03
1867953,2,무,23100,중,2,  20,키로상자(비닐포),  20키로상자(비닐포),34,9718,1804,0,539,0,9,Y,2024-01-03
1867954,2,무,23100,하,3,  20,키로상자(비닐포),  20키로상자(비닐포),34,8083,1000,0,808,0,9,Y,2024-01-03
1867966,2,당근,23200,특,0,  20,키로상자,  20키로상자,01,39707,33000,0,120,0,9,Y,2024-01-03
1867967,2,당근,23200,상,1,  20,키로상자,  20키로상자,01,24832,33000,0,75,0,9,Y,2024-01-03
1867968,2,당근,23200,중,2,  20,키로상자,  20키로상자,01,21493,31404,0,68,0,9,Y,2024-01-03
1867969,2,당근,23200,하,3,  20,키로상자,  20키로상자,01,19538,26383,0,74,0,9,Y,2024-01-03
1868038,2,생강,24600,상,1,  10,키로포대,  10키로포대,02,95053,95053,0,100,0,9,Y,2024-01-03
1868039,2,생강,24600,중,2,  10,키로포대,  10키로포대,02,78987,78987,0,100,0,9,Y,2024-01-03
1868040,2,생강,24600,하,3,  10,키로포대,  10키로포대,02,51434,51434,0,100,0,9,Y,2024-01-03
1868060,2,양상추,25200,상,1,   8,키로상자,   8키로상자,01,30940,21968,0,141,0,9,Y,2024-01-03
1868061,2,양상추,25200,중,2,   8,키로상자,   8키로상자,01,27266,19595,0,139,0,9,Y,2024-01-03
1868062,2,양상추,25200,하,3,   8,키로상자,   8키로상자,01,16548,17657,0,94,0,9,Y,2024-01-03
1868063,2,브로콜리,25800,상,1,   8,키로상자,   8키로상자,01,26000,23769,0,109,0,9,Y,2024-01-03
1868064,2,브로콜리,25800,중,2,   8,키로상자,   8키로상자,01,23210,21962,0,106,0,9,Y,2024-01-03
1868065,2,브로콜리,25800,하,3,   8,키로상자,   8키로상자,01,16684,19577,0,85,0,9,Y,2024-01-03
1868072,2,취나물,26300,상,1,   4,키로상자,   4키로상자,01,18045,18045,0,100,0,9,Y,2024-01-03
1868073,2,취나물,26300,중,2,   4,키로상자,   4키로상자,01,16470,16470,0,100,0,9,Y,2024-01-03
1868074,2,취나물,26300,하,3,   4,키로상자,   4키로상자,01,15000,15000,0,100,0,9,Y,2024-01-03
1868141,2,사과,41100,특,0,  10,키로상자,  10키로상자,01,80495,60000,0,134,0,9,Y,2024-01-03
1868142,2,사과,41100,상,1,  10,키로상자,  10키로상자,01,68248,52500,0,130,0,9,Y,2024-01-03
1868143,2,사과,41100,중,2,  10,키로상자,  10키로상자,01,42037,43198,0,97,0,9,Y,2024-01-03
1868144,2,사과,41100,하,3,  10,키로상자,  10키로상자,01,25304,31822,0,80,0,9,Y,2024-01-03
1868451,2,매실,43000,특,0,  10,키로상자,  10키로상자,01,36000,36000,0,100,0,9,Y,2024-01-03
1868452,2,매실,43000,상,1,  10,키로상자,  10키로상자,01,33550,33550,0,100,0,9,Y,2024-01-03
1868453,2,매실,43000,중,2,  10,키로상자,  10키로상자,01,22517,22517,0,100,0,9,Y,2024-01-03
1868454,2,매실,43000,하,3,  10,키로상자,  10키로상자,01,13538,13538,0,100,0,9,Y,2024-01-03
1868503,2,고구마,15100,특,0,  10,키로상자,  10키로상자,01,34064,34064,0,100,0,9,Y,2024-01-02
1868504,2,고구마,15100,상,1,  10,키로상자,  10키로상자,01,31046,31046,0,100,0,9,Y,2024-01-02
1868505,2,고구마,15100,중,2,  10,키로상자,  10키로상자,01,25971,25971,0,100,0,9,Y,2024-01-02
1868506,2,고구마,15100,하,3,  10,키로상자,  10키로상자,01,16286,16286,0,100,0,9,Y,2024-01-02
1868511,2,감자,15200,특,0,  20,키로상자,  20키로상자,01,65000,65000,0,100,0,9,Y,2024-01-02
1868512,2,감자,15200,상,1,  20,키로상자,  20키로상자,01,50059,50059,0,100,0,9,Y,2024-01-02
1868513,2,감자,15200,중,2,  20,키로상자,  20키로상자,01,39738,39738,0,100,0,9,Y,2024-01-02
1868514,2,감자,15200,하,3,  20,키로상자,  20키로상자,01,25817,25817,0,100,0,9,Y,2024-01-02
1868519,2,배추,21100,특,0,  10,키로망대,  10키로망대,04,7500,7500,0,100,0,9,Y,2024-01-02
1868520,2,배추,21100,상,1,  10,키로망대,  10키로망대,04,6847,6847,0,100,0,9,Y,2024-01-02
1868521,2,배추,21100,중,2,  10,키로망대,  10키로망대,04,5500,5500,0,100,0,9,Y,2024-01-02
1868522,2,배추,21100,하,3,  10,키로망대,  10키로망대,04,4855,4855,0,100,0,9,Y,2024-01-02
1868533,2,양배추,21200,특,0,  10,키로망대,  10키로망대,04,7822,7822,0,100,0,9,Y,2024-01-02
1868534,2,양배추,21200,상,1,  10,키로망대,  10키로망대,04,6209,6209,0,100,0,9,Y,2024-01-02
1868535,2,양배추,21200,중,2,  10,키로망대,  10키로망대,04,5597,5597,0,100,0,9,Y,2024-01-02
1868536,2,양배추,21200,하,3,  10,키로망대,  10키로망대,04,4901,4901,0,100,0,9,Y,2024-01-02
1868566,2,상추,21400,특,0,   4,키로상자,   4키로상자,01,23857,23857,0,100,0,9,Y,2024-01-02
1868567,2,상추,21400,상,1,   4,키로상자,   4키로상자,01,18964,18964,0,100,0,9,Y,2024-01-02
1868568,2,상추,21400,중,2,   4,키로상자,   4키로상자,01,16117,16117,0,100,0,9,Y,2024-01-02
1868569,2,상추,21400,하,3,   4,키로상자,   4키로상자,01,11797,11797,0,100,0,9,Y,2024-01-02
1868586,2,깻잎,21500,상,1,   2,속,   2속,88,50000,52757,0,95,0,9,Y,2024-01-02
1868587,2,깻잎,21500,중,2,   2,속,   2속,88,50000,48000,0,104,0,9,Y,2024-01-02
1868588,2,깻잎,21500,하,3,   2,속,   2속,88,50000,46528,0,107,0,9,Y,2024-01-02
1868589,2,쑥갓,21800,상,1,   4,키로상자,   4키로상자,01,16885,16885,0,100,0,9,Y,2024-01-02
1868590,2,쑥갓,21800,중,2,   4,키로상자,   4키로상자,01,13808,13808,0,100,0,9,Y,2024-01-02
1868591,2,쑥갓,21800,하,3,   4,키로상자,   4키로상자,01,10364,10364,0,100,0,9,Y,2024-01-02
1868592,2,미나리,21900,상,1,  20,키로단,  20키로단,29,55000,55000,0,100,0,9,Y,2024-01-02
1868593,2,미나리,21900,중,2,  20,키로단,  20키로단,29,50278,50278,0,100,0,9,Y,2024-01-02
1868594,2,미나리,21900,하,3,  20,키로단,  20키로단,29,50000,50000,0,100,0,9,Y,2024-01-02
1868598,2,수박,22100,특,0,  10,키로상자,  10키로상자,01,21182,21182,0,100,0,9,Y,2024-01-02
1868599,2,수박,22100,상,1,  10,키로상자,  10키로상자,01,19397,19397,0,100,0,9,Y,2024-01-02
1868600,2,수박,22100,중,2,  10,키로상자,  10키로상자,01,11229,11229,0,100,0,9,Y,2024-01-02
1868601,2,수박,22100,하,3,  10,키로상자,  10키로상자,01,6857,6857,0,100,0,9,Y,2024-01-02
1868641,2,토마토,22500,상,1,  10,키로상자,  10키로상자,01,24600,24600,0,100,0,9,Y,2024-01-02
1868642,2,토마토,22500,중,2,  10,키로상자,  10키로상자,01,22000,22000,0,100,0,9,Y,2024-01-02
1868643,2,토마토,22500,하,3,  10,키로상자,  10키로상자,01,20000,20000,0,100,0,9,Y,2024-01-02
1868644,2,토마토,22500,특,0,  10,키로상자,  10키로상자,01,27000,27000,0,100,0,9,Y,2024-01-02
1868664,2,멜론,22700,특,0,   8,키로상자,   8키로상자,01,36250,36250,0,100,0,9,Y,2024-01-02
1868665,2,멜론,22700,상,1,   8,키로상자,   8키로상자,01,27373,27373,0,100,0,9,Y,2024-01-02
1868666,2,멜론,22700,중,2,   8,키로상자,   8키로상자,01,22308,22308,0,100,0,9,Y,2024-01-02
1868667,2,멜론,22700,하,3,   8,키로상자,   8키로상자,01,10000,10000,0,100,0,9,Y,2024-01-02
1868680,2,가지,22800,상,1,   8,키로상자,   8키로상자,01,33600,33600,0,100,0,9,Y,2024-01-02
1868681,2,가지,22800,중,2,   8,키로상자,   8키로상자,01,27656,27656,0,100,0,9,Y,2024-01-02
1868682,2,가지,22800,하,3,   8,키로상자,   8키로상자,01,6278,6278,0,100,0,9,Y,2024-01-02
1868686,2,무,23100,특,0,  20,키로상자(비닐포),  20키로상자(비닐포),34,12824,12824,0,100,0,9,Y,2024-01-02
1868687,2,무,23100,상,1,  20,키로상자(비닐포),  20키로상자(비닐포),34,10939,10939,0,100,0,9,Y,2024-01-02
1868688,2,무,23100,중,2,  20,키로상자(비닐포),  20키로상자(비닐포),34,1804,1804,0,100,0,9,Y,2024-01-02
1868689,2,무,23100,하,3,  20,키로상자(비닐포),  20키로상자(비닐포),34,1000,1000,0,100,0,9,Y,2024-01-02
1868701,2,당근,23200,특,0,  20,키로상자,  20키로상자,01,33000,33000,0,100,0,9,Y,2024-01-02
1868702,2,당근,23200,상,1,  20,키로상자,  20키로상자,01,33000,33000,0,100,0,9,Y,2024-01-02
1868703,2,당근,23200,중,2,  20,키로상자,  20키로상자,01,31404,31404,0,100,0,9,Y,2024-01-02
1868704,2,당근,23200,하,3,  20,키로상자,  20키로상자,01,26383,26383,0,100,0,9,Y,2024-01-02
1868773,2,생강,24600,상,1,  10,키로포대,  10키로포대,02,95053,95053,0,100,0,9,Y,2024-01-02
1868774,2,생강,24600,중,2,  10,키로포대,  10키로포대,02,78987,78987,0,100,0,9,Y,2024-01-02
1868775,2,생강,24600,하,3,  10,키로포대,  10키로포대,02,51434,51434,0,100,0,9,Y,2024-01-02
1868795,2,양상추,25200,상,1,   8,키로상자,   8키로상자,01,21968,21968,0,100,0,9,Y,2024-01-02
1868796,2,양상추,25200,중,2,   8,키로상자,   8키로상자,01,19595,19595,0,100,0,9,Y,2024-01-02
1868797,2,양상추,25200,하,3,   8,키로상자,   8키로상자,01,17657,17657,0,100,0,9,Y,2024-01-02
1868798,2,브로콜리,25800,상,1,   8,키로상자,   8키로상자,01,23769,23769,0,100,0,9,Y,2024-01-02
1868799,2,브로콜리,25800,중,2,   8,키로상자,   8키로상자,01,21962,21962,0,100,0,9,Y,2024-01-02
1868800,2,브로콜리,25800,하,3,   8,키로상자,   8키로상자,01,19577,19577,0,100,0,9,Y,2024-01-02
1868807,2,취나물,26300,상,1,   4,키로상자,   4키로상자,01,18045,18045,0,100,0,9,Y,2024-01-02
1868808,2,취나물,26300,중,2,   4,키로상자,   4키로상자,01,16470,16470,0,100,0,9,Y,2024-01-02
1868809,2,취나물,26300,하,3,   4,키로상자,   4키로상자,01,15000,15000,0,100,0,9,Y,2024-01-02
1868876,2,사과,41100,특,0,  10,키로상자,  10키로상자,01,60000,60000,0,100,0,9,Y,2024-01-02
1868877,2,사과,41100,상,1,  10,키로상자,  10키로상자,01,52500,52500,0,100,0,9,Y,2024-01-02
1868878,2,사과,41100,중,2,  10,키로상자,  10키로상자,01,43198,43198,0,100,0,9,Y,2024-01-02
1868879,2,사과,41100,하,3,  10,키로상자,  10키로상자,01,31822,31822,0,100,0,9,Y,2024-01-02
1869186,2,매실,43000,특,0,  10,키로상자,  10키로상자,01,36000,36000,0,100,0,9,Y,2024-01-02
1869187,2,매실,43000,상,1,  10,키로상자,  10키로상자,01,33550,33550,0,100,0,9,Y,2024-01-02
1869188,2,매실,43000,중,2,  10,키로상자,  10키로상자,01,22517,22517,0,100,0,9,Y,2024-01-02
1869189,2,매실,43000,하,3,  10,키로상자,  10키로상자,01,13538,13538,0,100,0,9,Y,2024-01-02
1870771,2,고구마,15100,특,0,  10,키로상자,  10키로상자,01,34064,0,32931,0,103,9,Y,2024-01-01
1870772,2,고구마,15100,상,1,  10,키로상자,  10키로상자,01,31046,0,23180,0,134,9,Y,2024-01-01
1870773,2,고구마,15100,중,2,  10,키로상자,  10키로상자,01,25971,0,18547,0,140,9,Y,2024-01-01
1870774,2,고구마,15100,하,3,  10,키로상자,  10키로상자,01,16286,0,10831,0,150,9,Y,2024-01-01
1870779,2,감자,15200,특,0,  20,키로상자,  20키로상자,01,65000,0,70000,0,93,9,Y,2024-01-01
1870780,2,감자,15200,상,1,  20,키로상자,  20키로상자,01,50059,0,59250,0,84,9,Y,2024-01-01
1870781,2,감자,15200,중,2,  20,키로상자,  20키로상자,01,39738,0,42188,0,94,9,Y,2024-01-01
1870782,2,감자,15200,하,3,  20,키로상자,  20키로상자,01,25817,0,28665,0,90,9,Y,2024-01-01
1870787,2,배추,21100,특,0,  10,키로망대,  10키로망대,04,7500,0,5800,0,129,9,Y,2024-01-01
1870788,2,배추,21100,상,1,  10,키로망대,  10키로망대,04,6847,0,5650,0,121,9,Y,2024-01-01
1870789,2,배추,21100,중,2,  10,키로망대,  10키로망대,04,5500,0,5207,0,106,9,Y,2024-01-01
1870790,2,배추,21100,하,3,  10,키로망대,  10키로망대,04,4855,0,4233,0,115,9,Y,2024-01-01
1870801,2,양배추,21200,특,0,  10,키로망대,  10키로망대,04,7822,0,8800,0,89,9,Y,2024-01-01
1870802,2,양배추,21200,상,1,  10,키로망대,  10키로망대,04,6209,0,7922,0,78,9,Y,2024-01-01
1870803,2,양배추,21200,중,2,  10,키로망대,  10키로망대,04,5597,0,5863,0,95,9,Y,2024-01-01
1870804,2,양배추,21200,하,3,  10,키로망대,  10키로망대,04,4901,0,4585,0,107,9,Y,2024-01-01
1870834,2,상추,21400,특,0,   4,키로상자,   4키로상자,01,23857,0,44625,0,53,9,Y,2024-01-01
1870835,2,상추,21400,상,1,   4,키로상자,   4키로상자,01,18964,0,40970,0,46,9,Y,2024-01-01
1870836,2,상추,21400,중,2,   4,키로상자,   4키로상자,01,16117,0,33321,0,48,9,Y,2024-01-01
1870837,2,상추,21400,하,3,   4,키로상자,   4키로상자,01,11797,0,26915,0,44,9,Y,2024-01-01
1870854,2,깻잎,21500,상,1,   2,속,   2속,88,52757,0,43712,0,121,9,Y,2024-01-01
1870855,2,깻잎,21500,중,2,   2,속,   2속,88,48000,0,38378,0,125,9,Y,2024-01-01
1870856,2,깻잎,21500,하,3,   2,속,   2속,88,46528,0,32000,0,145,9,Y,2024-01-01
1870857,2,쑥갓,21800,상,1,   4,키로상자,   4키로상자,01,16885,0,14421,0,117,9,Y,2024-01-01
1870858,2,쑥갓,21800,중,2,   4,키로상자,   4키로상자,01,13808,0,10053,0,137,9,Y,2024-01-01
1870859,2,쑥갓,21800,하,3,   4,키로상자,   4키로상자,01,10364,0,7000,0,148,9,Y,2024-01-01
1870860,2,미나리,21900,상,1,  20,키로단,  20키로단,29,55000,0,107000,0,51,9,Y,2024-01-01
1870861,2,미나리,21900,중,2,  20,키로단,  20키로단,29,50278,0,107000,0,47,9,Y,2024-01-01
1870862,2,미나리,21900,하,3,  20,키로단,  20키로단,29,50000,0,107000,0,47,9,Y,2024-01-01
1870866,2,수박,22100,특,0,  10,키로상자,  10키로상자,01,21182,0,36500,0,58,9,Y,2024-01-01
1870867,2,수박,22100,상,1,  10,키로상자,  10키로상자,01,19397,0,33538,0,58,9,Y,2024-01-01
1870868,2,수박,22100,중,2,  10,키로상자,  10키로상자,01,11229,0,30000,0,37,9,Y,2024-01-01
1870869,2,수박,22100,하,3,  10,키로상자,  10키로상자,01,6857,0,30000,0,23,9,Y,2024-01-01
1870909,2,토마토,22500,상,1,  10,키로상자,  10키로상자,01,24600,0,12900,0,191,9,Y,2024-01-01
1870910,2,토마토,22500,중,2,  10,키로상자,  10키로상자,01,22000,0,10800,0,204,9,Y,2024-01-01
1870911,2,토마토,22500,하,3,  10,키로상자,  10키로상자,01,20000,0,9429,0,212,9,Y,2024-01-01
1870912,2,토마토,22500,특,0,  10,키로상자,  10키로상자,01,27000,0,16000,0,169,9,Y,2024-01-01
1870932,2,멜론,22700,특,0,   8,키로상자,   8키로상자,01,36250,0,47000,0,77,9,Y,2024-01-01
1870933,2,멜론,22700,상,1,   8,키로상자,   8키로상자,01,27373,0,46757,0,59,9,Y,2024-01-01
1870934,2,멜론,22700,중,2,   8,키로상자,   8키로상자,01,22308,0,46000,0,48,9,Y,2024-01-01
1870935,2,멜론,22700,하,3,   8,키로상자,   8키로상자,01,10000,0,36295,0,28,9,Y,2024-01-01
1870948,2,가지,22800,상,1,   8,키로상자,   8키로상자,01,33600,0,24429,0,138,9,Y,2024-01-01
1870949,2,가지,22800,중,2,   8,키로상자,   8키로상자,01,27656,0,23027,0,120,9,Y,2024-01-01
