일련번호,부류구분,품목명,품목코드,등급,등급단위,거래수량,거래단위,거래단위수량,중량단위,평균가격,전일평균가격,전년가격,전일대비등락율,전년대비등락율,시장구분,사용여부,가격날짜
5095386,2,감귤,41500,특,0,  10,키로상자,  10키로상자,01,0,0,60667,0,0,1,Y,2024-06-01
5095388,2,감귤,41500,상,1,  10,키로상자,  10키로상자,01,0,0,10000,0,0,1,Y,2024-06-01
5095391,2,감귤,41500,중,2,  10,키로상자,  10키로상자,01,0,0,8179,0,0,1,Y,2024-06-01
5095393,2,감귤,41500,하,3,  10,키로상자,  10키로상자,01,0,0,7143,0,0,1,Y,2024-06-01
5095679,2,홍자두,42001,특,0,   5,키로상자,   5키로상자,01,0,0,0,0,0,1,Y,2024-06-01
5095681,2,홍자두,42001,상,1,   5,키로상자,   5키로상자,01,0,0,0,0,0,1,Y,2024-06-01
5095683,2,홍자두,42001,중,2,   5,키로상자,   5키로상자,01,0,0,0,0,0,1,Y,2024-06-01
5095685,2,홍자두,42001,하,3,   5,키로상자,   5키로상자,01,0,0,0,0,0,1,Y,2024-06-01
5095687,2,홍자두,42001,특,0,  10,키로상자,  10키로상자,01,0,0,0,0,0,1,Y,2024-06-01
5095689,2,홍자두,42001,상,1,  10,키로상자,  10키로상자,01,0,0,0,0,0,1,Y,2024-06-01
5095691,2,홍자두,42001,중,2,  10,키로상자,  10키로상자,01,0,0,0,0,0,1,Y,2024-06-01
5095693,2,홍자두,42001,하,3,  10,키로상자,  10키로상자,01,0,0,0,0,0,1,Y,2024-06-01
5095694,2,자두 후무사,42003,특,0,   5,키로상자,   5키로상자,01,0,0,0,0,0,1,Y,2024-06-01
5095697,2,자두 후무사,42003,상,1,   5,키로상자,   5키로상자,01,0,0,0,0,0,1,Y,2024-06-01
5095699,2,자두 후무사,42003,중,2,   5,키로상자,   5키로상자,01,0,0,0,0,0,1,Y,2024-06-01
5095701,2,자두 후무사,42003,하,3,   5,키로상자,   5키로상자,01,0,0,0,0,0,1,Y,2024-06-01
5095703,2,자두 후무사,42003,특,0,  10,키로상자,  10키로상자,01,0,0,0,0,0,1,Y,2024-06-01
5095705,2,자두 후무사,42003,상,1,  10,키로상자,  10키로상자,01,0,0,0,0,0,1,Y,2024-06-01
5095707,2,자두 후무사,42003,중,2,  10,키로상자,  10키로상자,01,0,0,0,0,0,1,Y,2024-06-01
5095709,2,자두 후무사,42003,하,3,  10,키로상자,  10키로상자,01,0,0,0,0,0,1,Y,2024-06-01
5095711,2,자두 대석,42004,특,0,   5,키로상자,   5키로상자,01,0,0,0,0,0,1,Y,2024-06-01
5095713,2,자두 대석,42004,상,1,   5,키로상자,   5키로상자,01,0,0,0,0,0,1,Y,2024-06-01
5095715,2,자두 대석,42004,중,2,   5,키로상자,   5키로상자,01,0,0,0,0,0,1,Y,2024-06-01
5095717,2,자두 대석,42004,하,3,   5,키로상자,   5키로상자,01,0,0,0,0,0,1,Y,2024-06-01
5095718,2,자두 대석,42004,특,0,  10,키로상자,  10키로상자,01,0,0,0,0,0,1,Y,2024-06-01
5095719,2,자두 대석,42004,상,1,  10,키로상자,  10키로상자,01,0,0,0,0,0,1,Y,2024-06-01
5095720,2,자두 대석,42004,중,2,  10,키로상자,  10키로상자,01,0,0,0,0,0,1,Y,2024-06-01
5095721,2,자두 대석,42004,하,3,  10,키로상자,  10키로상자,01,0,0,0,0,0,1,Y,2024-06-01
5095722,2,자두 대석,42004,특,0, 1.5,키로상자, 1.5키로상자,01,26533,28197,29224,94,91,1,Y,2024-06-01
5095723,2,자두 대석,42004,상,1, 1.5,키로상자, 1.5키로상자,01,24790,24667,24020,100,103,1,Y,2024-06-01
5095729,2,자두 대석,42004,중,2, 1.5,키로상자, 1.5키로상자,01,22663,21561,22098,105,103,1,Y,2024-06-01
5095731,2,자두 대석,42004,하,3, 1.5,키로상자, 1.5키로상자,01,16436,16763,17000,98,97,1,Y,2024-06-01
5095733,2,자두 추희,42006,특,0,   5,키로상자,   5키로상자,01,0,0,0,0,0,1,Y,2024-06-01
5095735,2,자두 추희,42006,상,1,   5,키로상자,   5키로상자,01,0,0,0,0,0,1,Y,2024-06-01
5095736,2,자두 추희,42006,중,2,   5,키로상자,   5키로상자,01,0,0,0,0,0,1,Y,2024-06-01
5095738,2,자두 추희,42006,하,3,   5,키로상자,   5키로상자,01,0,0,0,0,0,1,Y,2024-06-01
5095740,2,자두 추희,42006,특,0,  10,키로상자,  10키로상자,01,0,0,0,0,0,1,Y,2024-06-01
5095742,2,자두 추희,42006,상,1,  10,키로상자,  10키로상자,01,0,0,0,0,0,1,Y,2024-06-01
5095744,2,자두 추희,42006,중,2,  10,키로상자,  10키로상자,01,0,0,0,0,0,1,Y,2024-06-01
5095746,2,자두 추희,42006,하,3,  10,키로상자,  10키로상자,01,0,0,0,0,0,1,Y,2024-06-01
5095748,2,자두 정상,42007,특,0,   5,키로상자,   5키로상자,01,0,0,0,0,0,1,Y,2024-06-01
5095750,2,자두 정상,42007,상,1,   5,키로상자,   5키로상자,01,0,0,0,0,0,1,Y,2024-06-01
5095752,2,자두 정상,42007,중,2,   5,키로상자,   5키로상자,01,0,0,0,0,0,1,Y,2024-06-01
5095754,2,자두 정상,42007,하,3,   5,키로상자,   5키로상자,01,0,0,0,0,0,1,Y,2024-06-01
5095756,2,자두 정상,42007,특,0,  10,키로상자,  10키로상자,01,0,0,0,0,0,1,Y,2024-06-01
5095758,2,자두 정상,42007,상,1,  10,키로상자,  10키로상자,01,0,0,0,0,0,1,Y,2024-06-01
5095760,2,자두 정상,42007,중,2,  10,키로상자,  10키로상자,01,0,0,0,0,0,1,Y,2024-06-01
5095762,2,자두 정상,42007,하,3,  10,키로상자,  10키로상자,01,0,0,0,0,0,1,Y,2024-06-01
5095764,2,자두 로얄대석,42008,특,0,   5,키로상자,   5키로상자,01,0,0,0,0,0,1,Y,2024-06-01
5095766,2,자두 로얄대석,42008,상,1,   5,키로상자,   5키로상자,01,0,0,0,0,0,1,Y,2024-06-01
5095768,2,자두 로얄대석,42008,중,2,   5,키로상자,   5키로상자,01,0,0,0,0,0,1,Y,2024-06-01
5095770,2,자두 로얄대석,42008,하,3,   5,키로상자,   5키로상자,01,0,0,0,0,0,1,Y,2024-06-01
5095772,2,자두 도담,42009,특,0,   5,키로상자,   5키로상자,01,0,0,0,0,0,1,Y,2024-06-01
5095775,2,자두 도담,42009,상,1,   5,키로상자,   5키로상자,01,0,0,0,0,0,1,Y,2024-06-01
5095777,2,자두 도담,42009,중,2,   5,키로상자,   5키로상자,01,0,0,0,0,0,1,Y,2024-06-01
5095779,2,자두 도담,42009,하,3,   5,키로상자,   5키로상자,01,0,0,0,0,0,1,Y,2024-06-01
5095947,2,청매실,43001,특,0,   5,키로상자,   5키로상자,01,24893,20000,20000,124,124,1,Y,2024-06-01
5095949,2,청매실,43001,상,1,   5,키로상자,   5키로상자,01,20580,17750,17326,116,119,1,Y,2024-06-01
5095951,2,청매실,43001,중,2,   5,키로상자,   5키로상자,01,13363,10077,12297,133,109,1,Y,2024-06-01
5095953,2,청매실,43001,하,3,   5,키로상자,   5키로상자,01,7113,4914,6931,145,103,1,Y,2024-06-01
5095955,2,청매실,43001,특,0,  10,키로상자,  10키로상자,01,47467,44628,45386,106,105,1,Y,2024-06-01
5095957,2,청매실,43001,상,1,  10,키로상자,  10키로상자,01,36338,33129,35410,110,103,1,Y,2024-06-01
5095959,2,청매실,43001,중,2,  10,키로상자,  10키로상자,01,23842,23027,26005,104,92,1,Y,2024-06-01
5095961,2,청매실,43001,하,3,  10,키로상자,  10키로상자,01,14136,12600,14770,112,96,1,Y,2024-06-01
5095979,2,모과,43400,특,0,  10,키로상자,  10키로상자,01,0,0,0,0,0,1,Y,2024-06-01
5095981,2,모과,43400,상,1,  10,키로상자,  10키로상자,01,0,0,0,0,0,1,Y,2024-06-01
5095983,2,모과,43400,중,2,  10,키로상자,  10키로상자,01,0,0,0,0,0,1,Y,2024-06-01
5095985,2,모과,43400,하,3,  10,키로상자,  10키로상자,01,0,0,0,0,0,1,Y,2024-06-01
5095987,2,유자,43500,특,0,  10,키로상자,  10키로상자,01,0,0,0,0,0,1,Y,2024-06-01
5095989,2,유자,43500,상,1,  10,키로상자,  10키로상자,01,0,0,0,0,0,1,Y,2024-06-01
5095991,2,유자,43500,중,2,  10,키로상자,  10키로상자,01,0,0,0,0,0,1,Y,2024-06-01
5095993,2,유자,43500,하,3,  10,키로상자,  10키로상자,01,0,0,0,0,0,1,Y,2024-06-01
5096238,2,고구마,15100,특,0,  10,키로상자,  10키로상자,01,76120,65962,58884,115,129,9,Y,2024-06-01
5096239,2,고구마,15100,상,1,  10,키로상자,  10키로상자,01,47467,40736,37454,117,127,9,Y,2024-06-01
5096240,2,고구마,15100,중,2,  10,키로상자,  10키로상자,01,36213,34186,28646,106,126,9,Y,2024-06-01
5096241,2,고구마,15100,하,3,  10,키로상자,  10키로상자,01,14568,21954,23906,66,61,9,Y,2024-06-01
5096247,2,감자,15200,특,0,  20,키로상자,  20키로상자,01,53911,54384,67278,99,80,9,Y,2024-06-01
5096249,2,감자,15200,상,1,  20,키로상자,  20키로상자,01,40068,42155,54433,95,74,9,Y,2024-06-01
5096252,2,감자,15200,중,2,  20,키로상자,  20키로상자,01,27163,28976,43509,94,62,9,Y,2024-06-01
5096254,2,감자,15200,하,3,  20,키로상자,  20키로상자,01,11687,13497,27374,87,43,9,Y,2024-06-01
5096265,2,배추,21100,특,0,  10,키로망대,  10키로망대,04,7500,8094,9809,93,76,9,Y,2024-06-01
5096268,2,배추,21100,상,1,  10,키로망대,  10키로망대,04,6450,7273,8088,89,80,9,Y,2024-06-01
5096269,2,배추,21100,중,2,  10,키로망대,  10키로망대,04,6000,5500,7250,109,83,9,Y,2024-06-01
5096271,2,배추,21100,하,3,  10,키로망대,  10키로망대,04,6000,5000,6500,120,92,9,Y,2024-06-01
5096282,2,양배추,21200,특,0,   8,키로망대,   8키로망대,04,16789,15529,11391,108,147,9,Y,2024-06-01
5096283,2,양배추,21200,상,1,   8,키로망대,   8키로망대,04,10330,11801,7176,88,144,9,Y,2024-06-01
5096284,2,양배추,21200,중,2,   8,키로망대,   8키로망대,04,9318,9971,5222,93,178,9,Y,2024-06-01
5096285,2,양배추,21200,하,3,   8,키로망대,   8키로망대,04,4795,5846,4406,82,109,9,Y,2024-06-01
5096286,2,양배추,21200,특,0,  10,키로망대,  10키로망대,04,11000,24303,5500,45,200,9,Y,2024-06-01
5096287,2,양배추,21200,상,1,  10,키로망대,  10키로망대,04,11000,18684,5222,59,211,9,Y,2024-06-01
5096288,2,양배추,21200,중,2,  10,키로망대,  10키로망대,04,10450,13170,5000,79,209,9,Y,2024-06-01
5096289,2,양배추,21200,하,3,  10,키로망대,  10키로망대,04,8975,9890,4330,91,207,9,Y,2024-06-01
5096296,2,시금치,21300,특,0,   4,키로상자,   4키로상자,01,12000,18000,17000,67,71,9,Y,2024-06-01
5096297,2,시금치,21300,상,1,   4,키로상자,   4키로상자,01,11613,16134,13678,72,85,9,Y,2024-06-01
5096298,2,시금치,21300,중,2,   4,키로상자,   4키로상자,01,10768,10773,9609,100,112,9,Y,2024-06-01
5096299,2,시금치,21300,하,3,   4,키로상자,   4키로상자,01,7954,8712,5946,91,134,9,Y,2024-06-01
5096300,2,시금치,21300,특,0,  10,키로상자,  10키로상자,01,0,0,0,0,0,9,Y,2024-06-01
5096301,2,시금치,21300,상,1,  10,키로상자,  10키로상자,01,0,0,0,0,0,9,Y,2024-06-01
5096302,2,시금치,21300,중,2,  10,키로상자,  10키로상자,01,0,0,0,0,0,9,Y,2024-06-01
5096303,2,시금치,21300,하,3,  10,키로상자,  10키로상자,01,0,0,0,0,0,9,Y,2024-06-01
5096304,2,시금치,21300,상,1,  20,키로상자,  20키로상자,01,0,0,0,0,0,9,Y,2024-06-01
5096305,2,시금치,21300,중,2,  20,키로상자,  20키로상자,01,0,0,0,0,0,9,Y,2024-06-01
5096306,2,시금치,21300,하,3,  20,키로상자,  20키로상자,01,0,0,0,0,0,9,Y,2024-06-01
5096307,2,시금치,21300,특,0, 500,그람단, 500그람단,48,0,0,0,0,0,9,Y,2024-06-01
5096308,2,시금치,21300,상,1, 500,그람단, 500그람단,48,0,0,0,0,0,9,Y,2024-06-01
5096309,2,시금치,21300,중,2, 500,그람단, 500그람단,48,0,0,0,0,0,9,Y,2024-06-01
5096310,2,시금치,21300,하,3, 500,그람단, 500그람단,48,0,0,0,0,0,9,Y,2024-06-01
5096319,2,상추,21400,특,0,   4,키로상자,   4키로상자,01,16000,15696,14909,102,107,9,Y,2024-06-01
5096320,2,상추,21400,상,1,   4,키로상자,   4키로상자,01,8056,12182,11928,66,68,9,Y,2024-06-01
5096321,2,상추,21400,중,2,   4,키로상자,   4키로상자,01,6323,6571,9373,96,67,9,Y,2024-06-01
5096322,2,상추,21400,하,3,   4,키로상자,   4키로상자,01,4505,4521,5755,100,78,9,Y,2024-06-01
5096339,2,깻잎,21500,상,1,   2,속,   2속,88,17538,21962,22180,80,79,9,Y,2024-06-01
5096340,2,깻잎,21500,중,2,   2,속,   2속,88,12775,13362,16367,96,78,9,Y,2024-06-01
5096341,2,깻잎,21500,하,3,   2,속,   2속,88,9345,9668,11906,97,78,9,Y,2024-06-01
5096342,2,쑥갓,21800,상,1,   4,키로상자,   4키로상자,01,8000,9933,10129,81,79,9,Y,2024-06-01
5096343,2,쑥갓,21800,중,2,   4,키로상자,   4키로상자,01,6565,7332,7589,90,87,9,Y,2024-06-01
5096344,2,쑥갓,21800,하,3,   4,키로상자,   4키로상자,01,5709,6000,4227,95,135,9,Y,2024-06-01
5096345,2,미나리,21900,상,1,   4,키로상자,   4키로상자,01,8000,8413,8000,95,100,9,Y,2024-06-01
5096346,2,미나리,21900,중,2,   4,키로상자,   4키로상자,01,7000,6327,7250,111,97,9,Y,2024-06-01
5096347,2,미나리,21900,하,3,   4,키로상자,   4키로상자,01,5548,5941,6182,93,90,9,Y,2024-06-01
5096348,2,미나리,21900,상,1,  20,키로단,  20키로단,29,0,0,41000,0,0,9,Y,2024-06-01
5096349,2,미나리,21900,중,2,  20,키로단,  20키로단,29,0,0,41000,0,0,9,Y,2024-06-01
5096350,2,미나리,21900,하,3,  20,키로단,  20키로단,29,0,0,41000,0,0,9,Y,2024-06-01
5096351,2,수박,22100,특,0,   6,키로개,   6키로개,08,17578,17398,22000,101,80,9,Y,2024-06-01
5096387,2,수박,22100,상,1,   6,키로개,   6키로개,08,13705,13548,13452,101,102,9,Y,2024-06-01
5096390,2,수박,22100,중,2,   6,키로개,   6키로개,08,9840,10833,11026,91,89,9,Y,2024-06-01
5096392,2,수박,22100,하,3,   6,키로개,   6키로개,08,5404,6890,8024,78,67,9,Y,2024-06-01
5096395,2,수박,22100,특,0,   8,키로개,   8키로개,08,21330,20120,22832,106,93,9,Y,2024-06-01
5096396,2,수박,22100,상,1,   8,키로개,   8키로개,08,16502,16407,16602,101,99,9,Y,2024-06-01
5096398,2,수박,22100,중,2,   8,키로개,   8키로개,08,11771,12957,12795,91,92,9,Y,2024-06-01
5096400,2,수박,22100,하,3,   8,키로개,   8키로개,08,7904,9138,6264,86,126,9,Y,2024-06-01
5096402,2,수박,22100,특,0,  10,키로상자,  10키로상자,01,28055,27119,23000,103,122,9,Y,2024-06-01
5096404,2,수박,22100,상,1,  10,키로상자,  10키로상자,01,18101,17131,20455,106,88,9,Y,2024-06-01
5096406,2,수박,22100,중,2,  10,키로상자,  10키로상자,01,13629,13188,17948,103,76,9,Y,2024-06-01
5096408,2,수박,22100,하,3,  10,키로상자,  10키로상자,01,12772,12567,13569,102,94,9,Y,2024-06-01
5096480,2,토마토,22500,상,1,   5,키로상자,   5키로상자,01,11977,13368,18415,90,65,9,Y,2024-06-01
5096482,2,토마토,22500,중,2,   5,키로상자,   5키로상자,01,10533,10241,8389,103,126,9,Y,2024-06-01
5096484,2,토마토,22500,하,3,   5,키로상자,   5키로상자,01,8217,7434,6884,111,119,9,Y,2024-06-01
5096486,2,토마토,22500,특,0,  10,키로상자,  10키로상자,01,29677,29625,25453,100,117,9,Y,2024-06-01
5096488,2,토마토,22500,상,1,  10,키로상자,  10키로상자,01,25602,25563,20329,100,126,9,Y,2024-06-01
5096490,2,토마토,22500,중,2,  10,키로상자,  10키로상자,01,20432,20934,17122,98,119,9,Y,2024-06-01
5096492,2,토마토,22500,하,3,  10,키로상자,  10키로상자,01,16702,16383,12275,102,136,9,Y,2024-06-01
5096520,2,멜론,22700,특,0,   8,키로상자,   8키로상자,01,49815,53667,42545,93,117,9,Y,2024-06-01
5096521,2,멜론,22700,상,1,   8,키로상자,   8키로상자,01,32833,39249,36313,84,90,9,Y,2024-06-01
5096522,2,멜론,22700,중,2,   8,키로상자,   8키로상자,01,29650,28946,29500,102,101,9,Y,2024-06-01
5096523,2,멜론,22700,하,3,   8,키로상자,   8키로상자,01,24526,21184,25000,116,98,9,Y,2024-06-01
5096536,2,가지,22800,상,1,   5,키로상자,   5키로상자,01,26000,26000,11203,100,232,9,Y,2024-06-01
5096537,2,가지,22800,중,2,   5,키로상자,   5키로상자,01,13361,14497,10170,92,131,9,Y,2024-06-01
5096538,2,가지,22800,하,3,   5,키로상자,   5키로상자,01,8471,9375,6675,90,127,9,Y,2024-06-01
5096539,2,가지,22800,상,1,   8,키로상자,   8키로상자,01,21541,21761,23181,99,93,9,Y,2024-06-01
5096540,2,가지,22800,중,2,   8,키로상자,   8키로상자,01,19238,20073,21500,96,89,9,Y,2024-06-01
5096541,2,가지,22800,하,3,   8,키로상자,   8키로상자,01,14799,14280,18901,104,78,9,Y,2024-06-01
5096542,2,무,23100,특,0,  20,키로상자(비닐포),  20키로상자(비닐포),34,22600,18000,12167,126,186,9,Y,2024-06-01
5096543,2,무,23100,상,1,  20,키로상자(비닐포),  20키로상자(비닐포),34,15017,15993,10000,94,150,9,Y,2024-06-01
5096544,2,무,23100,중,2,  20,키로상자(비닐포),  20키로상자(비닐포),34,11359,14109,10000,81,114,9,Y,2024-06-01
5096545,2,무,23100,하,3,  20,키로상자(비닐포),  20키로상자(비닐포),34,100,11031,9628,1,1,9,Y,2024-06-01
5096597,2,당근,23200,특,0,  20,키로상자,  20키로상자,01,62000,65000,54651,95,113,9,Y,2024-06-01
5096599,2,당근,23200,상,1,  20,키로상자,  20키로상자,01,60509,59453,44000,102,138,9,Y,2024-06-01
5096601,2,당근,23200,중,2,  20,키로상자,  20키로상자,01,57077,52167,39197,109,146,9,Y,2024-06-01
5096603,2,당근,23200,하,3,  20,키로상자,  20키로상자,01,46307,43255,13217,107,350,9,Y,2024-06-01
5096607,2,연근,23300,상,1,  15,키로상자,  15키로상자,01,0,61628,0,0,0,9,Y,2024-06-01
5096611,2,우엉,23400,상,1,   4,키로,   4키로,00,0,0,0,0,0,9,Y,2024-06-01
5096613,2,우엉,23400,중,2,   4,키로,   4키로,00,0,0,0,0,0,9,Y,2024-06-01
5096673,2,양파,24400,특,0,   1,키로,   1키로,00,0,0,2147,0,0,9,Y,2024-06-01
5096675,2,양파,24400,상,1,   1,키로,   1키로,00,0,0,1773,0,0,9,Y,2024-06-01
5096677,2,양파,24400,중,2,   1,키로,   1키로,00,0,0,1500,0,0,9,Y,2024-06-01
5096679,2,양파,24400,하,3,   1,키로,   1키로,00,0,0,1500,0,0,9,Y,2024-06-01
5096681,2,양파,24400,특,0,  12,키로,  12키로,00,10538,12131,14605,87,72,9,Y,2024-06-01
5096683,2,양파,24400,상,1,  12,키로,  12키로,00,9175,8267,13480,111,68,9,Y,2024-06-01
5096685,2,양파,24400,중,2,  12,키로,  12키로,00,6687,5681,11643,118,57,9,Y,2024-06-01
5096687,2,양파,24400,하,3,  12,키로,  12키로,00,4501,4165,9024,108,50,9,Y,2024-06-01
5096689,2,양파,24400,특,0,  15,키로,  15키로,00,23029,22641,22636,102,102,9,Y,2024-06-01
5096691,2,양파,24400,상,1,  15,키로,  15키로,00,19279,19006,20894,101,92,9,Y,2024-06-01
5096693,2,양파,24400,중,2,  15,키로,  15키로,00,17638,17555,18979,100,93,9,Y,2024-06-01
5096695,2,양파,24400,하,3,  15,키로,  15키로,00,12634,13237,16615,95,76,9,Y,2024-06-01
5096697,2,양파,24400,특,0,  20,키로,  20키로,00,0,0,22000,0,0,9,Y,2024-06-01
5096699,2,양파,24400,상,1,  20,키로,  20키로,00,0,0,22000,0,0,9,Y,2024-06-01
5096701,2,양파,24400,중,2,  20,키로,  20키로,00,0,0,19869,0,0,9,Y,2024-06-01
5096703,2,양파,24400,하,3,  20,키로,  20키로,00,0,0,17254,0,0,9,Y,2024-06-01
5096730,2,생강,24600,상,1,  10,키로포대,  10키로포대,02,81962,81964,143000,100,57,9,Y,2024-06-01
5096731,2,생강,24600,중,2,  10,키로포대,  10키로포대,02,80000,80000,106250,100,75,9,Y,2024-06-01
5096732,2,생강,24600,하,3,  10,키로포대,  10키로포대,02,68226,79732,100000,86,68,9,Y,2024-06-01
5096776,2,양상추,25200,상,1,   8,키로상자,   8키로상자,01,10846,9776,17489,111,62,9,Y,2024-06-01
5096779,2,양상추,25200,중,2,   8,키로상자,   8키로상자,01,7464,6974,9909,107,75,9,Y,2024-06-01
5096781,2,양상추,25200,하,3,   8,키로상자,   8키로상자,01,4514,4280,7654,105,59,9,Y,2024-06-01
5096783,2,브로콜리,25800,상,1,   8,키로상자,   8키로상자,01,26911,26647,25054,101,107,9,Y,2024-06-01
5096785,2,브로콜리,25800,중,2,   8,키로상자,   8키로상자,01,24150,23372,23000,103,105,9,Y,2024-06-01
5096787,2,브로콜리,25800,하,3,   8,키로상자,   8키로상자,01,20672,18047,22012,115,94,9,Y,2024-06-01
5096795,2,고구마순,26100,상,1,   1,키로단,   1키로단,29,0,0,0,0,0,9,Y,2024-06-01
5096797,2,고구마순,26100,중,2,   1,키로단,   1키로단,29,0,0,0,0,0,9,Y,2024-06-01
5096798,2,고구마순,26100,하,3,   1,키로단,   1키로단,29,0,0,0,0,0,9,Y,2024-06-01
5096800,2,취나물,26300,상,1,   4,키로상자,   4키로상자,01,13815,15841,16400,87,84,9,Y,2024-06-01
5096802,2,취나물,26300,중,2,   4,키로상자,   4키로상자,01,11619,12446,14558,93,80,9,Y,2024-06-01
5096804,2,취나물,26300,하,3,   4,키로상자,   4키로상자,01,9449,10141,11193,93,84,9,Y,2024-06-01
5096806,2,고사리,26500,상,1,   1,키로,   1키로,00,0,0,0,0,0,9,Y,2024-06-01
5096808,2,고사리,26500,중,2,   1,키로,   1키로,00,0,0,0,0,0,9,Y,2024-06-01
5096810,2,고사리,26500,하,3,   1,키로,   1키로,00,0,0,0,0,0,9,Y,2024-06-01
5096818,2,달래,26600,상,1,   4,키로상자,   4키로상자,01,0,0,0,0,0,9,Y,2024-06-01
5096820,2,달래,26600,중,2,   4,키로상자,   4키로상자,01,0,0,0,0,0,9,Y,2024-06-01
5096822,2,달래,26600,하,3,   4,키로상자,   4키로상자,01,0,0,0,0,0,9,Y,2024-06-01
5096865,2,콩나물,27001,상,1,   4,키로상자,   4키로상자,01,0,0,0,0,0,9,Y,2024-06-01
5096867,2,숙주나물,27002,상,1,   4,키로상자,   4키로상자,01,0,0,0,0,0,9,Y,2024-06-01
5096929,2,풋옥수수,32300,특,0,   8,키로,   8키로,00,0,0,0,0,0,9,Y,2024-06-01
5096930,2,풋옥수수,32300,상,1,   8,키로,   8키로,00,0,0,0,0,0,9,Y,2024-06-01
5096931,2,풋옥수수,32300,중,2,   8,키로,   8키로,00,0,0,0,0,0,9,Y,2024-06-01
5096932,2,풋옥수수,32300,하,3,   8,키로,   8키로,00,0,0,0,0,0,9,Y,2024-06-01
5096938,2,사과,41100,특,0,  10,키로상자,  10키로상자,01,103482,103750,52379,100,198,9,Y,2024-06-01
5096939,2,사과,41100,상,1,  10,키로상자,  10키로상자,01,86254,90249,37184,96,232,9,Y,2024-06-01
5096940,2,사과,41100,중,2,  10,키로상자,  10키로상자,01,61747,67457,31275,92,197,9,Y,2024-06-01
5096941,2,사과,41100,하,3,  10,키로상자,  10키로상자,01,39663,48226,29221,82,136,9,Y,2024-06-01
5097095,2,복숭아,41300,특,0, 4.5,키로상자, 4.5키로상자,01,0,0,0,0,0,9,Y,2024-06-01
5097097,2,복숭아,41300,상,1, 4.5,키로상자, 4.5키로상자,01,0,0,0,0,0,9,Y,2024-06-01
5097099,2,복숭아,41300,중,2, 4.5,키로상자, 4.5키로상자,01,0,0,0,0,0,9,Y,2024-06-01
5097101,2,복숭아,41300,하,3, 4.5,키로상자, 4.5키로상자,01,0,0,0,0,0,9,Y,2024-06-01
5097305,2,감귤,41500,특,0,   3,키로상자,   3키로상자,01,0,0,36882,0,0,9,Y,2024-06-01
5097307,2,감귤,41500,상,1,   3,키로상자,   3키로상자,01,0,0,34194,0,0,9,Y,2024-06-01
5097309,2,감귤,41500,중,2,   3,키로상자,   3키로상자,01,0,0,22745,0,0,9,Y,2024-06-01
5097311,2,감귤,41500,하,3,   3,키로상자,   3키로상자,01,0,0,20000,0,0,9,Y,2024-06-01
5097313,2,감귤,41500,특,0,   5,키로상자,   5키로상자,01,0,0,15000,0,0,9,Y,2024-06-01
5097315,2,감귤,41500,상,1,   5,키로상자,   5키로상자,01,0,0,15000,0,0,9,Y,2024-06-01
5097316,2,감귤,41500,중,2,   5,키로상자,   5키로상자,01,0,0,13886,0,0,9,Y,2024-06-01
5097317,2,감귤,41500,하,3,   5,키로상자,   5키로상자,01,0,0,12000,0,0,9,Y,2024-06-01
5097318,2,감귤,41500,특,0,  10,키로상자,  10키로상자,01,0,0,0,0,0,9,Y,2024-06-01
5097319,2,감귤,41500,상,1,  10,키로상자,  10키로상자,01,0,0,0,0,0,9,Y,2024-06-01
5097320,2,감귤,41500,중,2,  10,키로상자,  10키로상자,01,0,0,0,0,0,9,Y,2024-06-01
5097321,2,감귤,41500,하,3,  10,키로상자,  10키로상자,01,0,0,0,0,0,9,Y,2024-06-01
5097423,2,밤,41900,상,1,  40,키로포대,  40키로포대,02,0,0,0,0,0,9,Y,2024-06-01
5097425,2,홍자두,42001,특,0,   5,키로상자,   5키로상자,01,0,0,0,0,0,9,Y,2024-06-01
5097427,2,홍자두,42001,상,1,   5,키로상자,   5키로상자,01,0,0,0,0,0,9,Y,2024-06-01
5097429,2,홍자두,42001,중,2,   5,키로상자,   5키로상자,01,0,0,0,0,0,9,Y,2024-06-01
5097431,2,홍자두,42001,하,3,   5,키로상자,   5키로상자,01,0,0,0,0,0,9,Y,2024-06-01
5097433,2,홍자두,42001,특,0,  10,키로상자,  10키로상자,01,0,0,0,0,0,9,Y,2024-06-01
5097435,2,홍자두,42001,상,1,  10,키로상자,  10키로상자,01,0,0,0,0,0,9,Y,2024-06-01
5097437,2,홍자두,42001,중,2,  10,키로상자,  10키로상자,01,0,0,0,0,0,9,Y,2024-06-01
5097439,2,홍자두,42001,하,3,  10,키로상자,  10키로상자,01,0,0,0,0,0,9,Y,2024-06-01
5097441,2,자두 후무사,42003,특,0,   5,키로상자,   5키로상자,01,0,0,0,0,0,9,Y,2024-06-01
5097443,2,자두 후무사,42003,상,1,   5,키로상자,   5키로상자,01,0,0,0,0,0,9,Y,2024-06-01
5097445,2,자두 후무사,42003,중,2,   5,키로상자,   5키로상자,01,0,0,0,0,0,9,Y,2024-06-01
5097447,2,자두 후무사,42003,하,3,   5,키로상자,   5키로상자,01,0,0,0,0,0,9,Y,2024-06-01
5097449,2,자두 후무사,42003,특,0,  10,키로상자,  10키로상자,01,0,0,0,0,0,9,Y,2024-06-01
5097451,2,자두 후무사,42003,상,1,  10,키로상자,  10키로상자,01,0,0,0,0,0,9,Y,2024-06-01
